player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5,zr
92,2026,3,100,1,0,9,0,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0000
92,2027,2,100,1,0,7,14,0,13,0,71,34,0,1,0,0,0,0,0,1,13,13,0,12,12,1,1,0,0,2,0,0,0,3,0,0.0972
93,2018,2,100,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
94,2018,1,100,1,0,5,252,177,63,0,888,101,101,12,15,0,0,0,0,2,212,226,12,0,0,0,0,0,0,0,0,0,0,0,0,-4.1657
94,2018,1,100,1,0,6,2,2,0,0,6,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245
94,2019,1,100,1,0,5,275,216,50,0,893,100,100,9,24,0,0,0,0,0,249,259,9,0,0,0,0,0,0,0,0,0,0,0,0,-2.7142
94,2020,1,100,1,0,5,288,220,51,0,886,100,100,17,19,0,0,0,0,0,253,262,17,0,0,0,0,0,0,0,0,0,0,0,0,-8.8041
94,2020,13,1000,12,0,5,172,145,24,0,597,66,66,3,10,0,0,0,0,2,154,160,3,0,0,0,0,0,0,0,0,0,0,0,0,1.2413
94,2021,1,100,1,0,4,494,301,186,0,906,100,100,7,59,0,0,0,0,2,294,282,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0598
94,2021,1,100,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
94,2022,1,100,1,0,3,153,10,142,0,146,16,16,1,17,0,0,0,0,0,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4056
94,2022,1,100,1,0,4,298,187,101,0,599,68,68,10,38,0,0,0,0,1,186,181,10,0,0,0,0,0,0,0,0,0,0,0,0,-2.1307
94,2023,1,100,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015
94,2023,1,100,1,0,3,4,1,2,0,2,1,0,1,1,0,0,0,0,0,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,-0.4860
94,2023,1,100,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
94,2023,1,100,1,0,7,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0000
94,2024,1,100,1,0,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0185
94,2025,25,100,1,0,6,253,169,74,0,477,55,55,10,37,1,0,0,0,2,170,162,10,125,110,21,17,27,8,25,7,20,0,41,0,-3.7484
94,2025,25,100,1,0,9,94,1,89,0,394,45,45,4,0,0,0,0,0,2,83,81,1,67,57,25,17,9,6,10,6,14,3,22,0,-0.4417
94,2026,25,100,1,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0069
94,2026,25,100,1,0,4,9,5,4,0,9,5,0,0,3,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0115
94,2026,25,100,1,0,6,20,13,7,0,37,9,3,0,5,0,0,0,0,0,13,12,0,7,6,1,1,1,1,1,1,0,0,7,0,0.5561
94,2026,25,100,1,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0000
95,2018,1,100,1,0,1,1,0,1,0,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158
95,2019,9,100,1,0,1,7,3,4,0,36,20,0,0,1,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649
95,2020,9,100,1,0,1,1,1,0,0,9,4,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5226
95,2021,18,101,6,0,1,4,3,1,0,23,21,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1809
95,2022,18,101,6,0,1,3,1,1,0,40,32,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7460
96,2018,1,100,1,0,1,4,2,2,0,24,16,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967
96,2019,1,100,1,0,1,2,0,2,0,7,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060
96,2022,16,101,6,0,1,4,3,1,0,31,19,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5579
97,2018,1,100,1,0,1,28,17,10,0,155,24,24,1,0,0,0,0,0,0,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1723
97,2019,1,100,1,0,1,24,11,12,0,147,23,23,1,0,0,0,0,0,2,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2252
97,2020,1,100,1,0,1,32,19,11,0,155,24,24,2,1,0,0,0,0,2,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1893
98,2018,1,100,1,0,1,7,3,4,0,47,26,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1876
98,2019,1,100,1,0,1,7,4,3,0,43,21,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702
98,2020,1,100,1,0,1,10,6,4,0,74,28,0,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540
98,2021,1,100,1,0,1,10,5,4,0,54,28,0,1,0,0,0,0,0,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6161
98,2022,18,101,6,0,1,32,23,8,0,165,28,27,1,0,0,0,0,0,1,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.8995
99,2018,1,100,1,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
100,2018,10,100,1,0,1,22,13,9,0,129,17,17,0,1,0,0,0,0,2,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5262
100,2018,9,100,1,0,1,9,7,2,0,54,9,9,0,1,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7438
101,2018,10,100,1,0,1,30,21,8,0,167,24,24,1,4,0,0,0,0,2,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7572
101,2019,10,100,1,0,1,36,22,14,0,184,26,26,0,2,0,0,0,0,2,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9627
101,2020,10,100,1,0,1,29,15,10,0,162,26,26,4,0,0,0,0,0,1,21,20,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.8005
101,2020,15,1000,12,0,1,8,4,3,0,54,24,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0800
101,2021,10,100,1,0,1,33,22,11,0,166,25,25,0,1,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1535
101,2022,10,100,1,0,1,34,19,14,0,162,25,25,1,1,0,0,0,0,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7987
101,2023,10,100,1,0,1,35,24,9,0,157,26,26,2,1,0,0,0,0,1,26,26,2,11,8,8,6,7,7,0,0,0,0,0,0,-0.5382
101,2024,10,100,1,0,1,20,18,1,0,160,26,26,1,3,0,0,0,0,0,18,18,1,8,6,2,2,2,1,0,0,0,0,0,0,-1.6595
102,2018,9,100,1,0,1,15,7,5,0,64,18,6,3,1,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.7275
102,2018,10,100,1,0,1,16,11,5,0,70,9,9,0,2,0,0,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3159
102,2019,10,100,1,0,1,37,23,13,0,171,24,24,1,2,0,0,0,0,2,22,22,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2644
103,2018,1,100,1,0,6,2,1,1,0,6,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4878
103,2019,1,100,1,0,4,440,255,180,0,893,100,100,5,95,0,0,0,0,0,227,226,5,0,0,0,0,0,0,0,0,0,0,0,0,-2.4808
103,2020,1,100,1,0,4,241,147,92,0,465,52,52,2,32,0,0,0,0,2,145,145,2,0,0,0,0,0,0,0,0,0,0,0,0,-1.6289
103,2020,13,1000,12,0,4,304,182,121,0,597,66,66,1,37,0,0,0,0,2,176,172,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1973
103,2020,1,100,1,0,6,214,146,62,0,421,48,48,6,34,0,0,0,0,1,142,146,6,0,0,0,0,0,0,0,0,0,0,0,0,-4.2948
103,2022,11,100,1,0,4,519,340,167,0,904,100,100,12,75,0,0,0,0,2,321,317,12,0,0,0,0,0,0,0,0,0,0,0,0,-3.3627
103,2023,11,100,1,0,4,488,293,184,0,872,100,100,11,67,0,0,0,0,1,280,272,11,198,181,53,40,40,19,36,7,25,1,74,0,-5.8500
103,2024,11,100,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141
103,2024,11,100,1,0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.1595
104,2021,17,101,6,0,1,30,15,13,0,140,25,25,2,2,0,0,0,0,0,20,19,2,0,0,0,0,0,0,0,0,0,0,0,0,-1.4799
104,2022,17,101,6,0,1,22,13,7,0,145,25,25,2,0,0,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6093
105,2018,10,100,1,0,7,61,1,60,0,229,26,26,0,0,0,0,0,0,2,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7379
105,2019,10,100,1,0,7,224,3,219,0,894,100,100,2,0,0,0,0,0,0,207,201,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0768
105,2020,10,100,1,0,7,9,0,9,0,27,4,2,0,0,0,0,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518
105,2021,16,101,6,0,7,70,2,67,0,291,32,32,1,1,0,0,0,0,2,62,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7573
106,2018,10,100,1,0,5,1,1,0,0,9,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473
107,2018,9,100,1,0,1,15,6,9,0,101,26,14,0,1,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3711
107,2019,9,100,1,0,1,2,2,0,0,4,2,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216
107,2020,11,100,1,0,1,6,4,2,0,31,23,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235
107,2021,11,100,1,0,1,5,3,2,0,31,25,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681
107,2023,11,100,1,0,1,19,12,6,0,93,43,12,1,1,0,0,0,0,2,13,12,0,9,9,1,0,0,0,0,0,0,0,0,0,0.1330
107,2025,3,100,1,0,1,13,11,2,0,90,63,0,0,0,0,0,0,0,0,11,11,0,6,6,3,2,0,0,0,0,0,0,0,0,-0.2743
108,2017,10,100,1,0,8,12,0,12,0,64,7,7,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2613
109,2023,16,101,6,0,1,21,11,7,0,83,51,0,3,1,0,0,0,0,2,14,14,3,8,4,4,4,1,1,0,0,0,0,0,0,-1.4075
109,2024,16,101,6,0,1,9,5,1,0,53,30,0,3,1,0,0,0,0,0,7,7,2,5,3,0,0,0,0,0,0,0,0,0,0,-1.0317
109,2025,16,101,6,0,1,5,5,0,0,30,15,0,0,2,0,0,0,0,0,5,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0.0975
109,2026,16,101,6,0,1,3,3,0,0,10,6,0,0,0,0,0,0,0,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.0120
110,2017,10,100,1,0,5,20,16,3,0,64,7,7,1,5,0,0,0,0,0,19,20,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1568
111,2018,9,100,1,0,5,79,54,18,0,224,25,25,7,6,0,0,0,0,0,71,75,7,0,0,0,0,0,0,0,0,0,0,0,0,-2.6471
111,2018,9,100,1,0,6,4,3,1,0,2,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245
111,2019,9,100,1,0,5,294,228,48,0,905,100,100,18,28,0,0,0,0,2,262,259,18,0,0,0,0,0,0,0,0,0,0,0,0,0.4359
111,2020,9,100,1,0,5,287,234,47,0,913,100,100,6,16,0,0,0,0,1,269,264,6,0,0,0,0,0,0,0,0,0,0,0,0,5.0341
111,2020,12,1000,12,0,5,173,130,35,0,540,60,60,8,14,0,0,0,0,0,147,149,8,0,0,0,0,0,0,0,0,0,0,0,0,0.4204
111,2021,9,100,1,0,5,264,206,46,0,925,100,100,12,19,0,0,0,0,1,239,239,11,0,0,0,0,0,0,0,0,0,0,0,0,1.7172
111,2022,9,100,1,0,5,295,231,52,0,893,100,100,12,16,0,0,0,0,2,270,266,12,0,0,0,0,0,0,0,0,0,0,0,0,-1.1275
111,2022,9,100,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0000
111,2023,9,100,1,0,5,228,163,56,0,893,101,101,9,17,0,0,0,0,1,188,187,9,165,155,21,17,24,10,10,2,4,0,13,0,0.1240
111,2024,9,100,1,0,5,202,155,37,0,891,100,100,10,17,0,0,0,0,0,172,169,9,155,145,12,9,20,3,11,2,4,0,12,0,-0.9066
111,2025,9,100,1,0,5,229,172,48,0,897,100,100,9,23,0,0,0,0,0,189,188,9,173,164,13,7,17,5,6,1,2,1,15,0,-0.2619
111,2026,9,100,1,0,5,217,178,34,0,897,100,100,5,11,0,0,0,0,0,192,190,5,179,172,16,12,9,0,8,0,2,0,11,0,2.0449
111,2027,9,100,1,0,5,209,153,48,0,888,100,100,8,24,0,0,0,0,1,176,171,8,147,136,14,11,25,7,14,3,3,0,12,0,1.5240
111,2028,9,100,1,0,5,20,19,1,0,73,8,8,0,5,0,0,0,0,1,20,20,0,13,13,1,1,2,0,0,0,0,0,2,0,0.1023
112,2018,9,100,1,0,1,3,3,0,0,36,20,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1421
112,2019,9,100,1,0,1,3,0,3,0,11,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092
112,2020,9,100,1,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039
112,2021,18,101,6,0,1,3,3,0,0,18,13,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1155
112,2022,18,101,6,0,1,7,4,2,0,32,15,0,1,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0628
113,2017,9,100,1,0,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
114,2017,9,100,1,0,7,19,1,17,0,66,8,8,1,0,0,0,0,0,0,16,18,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.1241
115,2017,9,100,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061
115,2023,16,101,6,0,1,9,7,2,0,72,52,0,0,1,0,0,0,0,1,7,7,0,4,4,1,0,1,1,0,0,0,0,0,0,-0.1853
115,2024,16,101,6,0,1,3,2,1,0,34,25,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0.0167
115,2025,16,101,6,0,1,7,4,3,0,61,26,0,0,0,0,0,0,0,1,5,5,0,4,4,1,1,1,0,0,0,0,0,0,0,-0.0833
115,2026,16,101,6,0,1,8,8,0,0,45,21,0,0,0,0,0,0,0,1,8,8,0,3,3,2,2,1,1,0,0,0,0,0,0,-0.0732
116,2017,11,100,1,0,1,2,0,1,0,19,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703
116,2019,2,100,1,0,1,4,2,2,0,35,20,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457
116,2020,2,100,1,0,1,9,6,2,0,35,17,0,1,2,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3931
116,2021,16,101,6,0,1,8,5,3,0,32,28,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2168
117,2017,9,100,1,0,1,11,7,4,0,96,14,14,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3491
118,2017,3,100,1,0,4,286,169,111,0,510,64,58,6,62,1,0,0,0,0,146,138,6,0,0,0,0,0,0,0,0,0,0,0,0,2.2727
118,2017,3,100,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
118,2017,3,100,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
118,2018,3,100,1,0,4,4,1,3,0,11,6,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4979
118,2018,3,100,1,0,5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4988
118,2018,3,100,1,0,6,9,8,1,0,13,5,0,0,0,0,0,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979
118,2019,3,100,1,0,2,12,0,12,1,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2313
118,2019,3,100,1,0,5,1,1,0,0,17,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394
118,2021,3,100,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000
119,2017,10,100,1,0,3,166,10,153,0,160,18,18,3,22,0,0,0,0,1,36,39,3,0,0,0,0,0,0,0,0,0,0,0,0,-2.4219
119,2017,10,100,1,0,4,91,60,30,0,156,18,18,1,20,0,0,0,0,0,52,52,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467
119,2018,10,100,1,0,6,456,312,136,0,894,100,100,8,88,0,0,0,0,1,304,304,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.2816
119,2019,10,100,1,0,3,973,68,896,0,894,100,100,9,94,0,0,0,0,0,171,167,9,0,0,0,0,0,0,0,0,0,0,0,0,-2.1033
119,2020,10,100,1,0,3,1004,74,929,0,901,100,100,1,80,0,0,0,0,2,210,199,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9832
119,2020,15,1000,12,0,6,287,189,89,0,544,60,60,9,43,0,0,0,0,1,190,194,9,0,0,0,0,0,0,0,0,0,0,0,0,-3.5433
119,2021,10,100,1,0,3,1015,71,937,0,901,100,100,7,82,0,0,0,0,1,180,171,6,0,0,0,0,0,0,0,0,0,0,0,0,2.4139
119,2022,10,100,1,0,3,1059,57,995,0,892,100,100,7,92,0,0,0,0,2,201,189,7,0,0,0,0,0,0,0,0,0,0,0,0,4.1145
119,2023,10,100,1,0,3,950,37,909,0,881,100,100,4,95,0,0,0,0,1,164,158,4,130,124,31,28,13,6,9,4,4,2,11,0,3.6639
119,2024,10,100,1,0,3,788,28,757,0,903,100,100,3,77,0,0,0,0,2,96,89,3,75,73,19,16,20,11,6,2,3,1,12,0,2.3029
119,2025,10,100,1,0,3,803,35,763,0,862,100,100,5,77,0,0,0,0,2,121,116,5,89,84,23,22,18,12,11,3,4,3,7,0,2.4081
119,2025,10,100,1,0,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0109
119,2026,10,100,1,0,3,821,34,785,0,893,100,100,2,83,0,0,0,0,0,131,129,2,98,96,18,16,27,24,8,1,4,0,15,0,4.4264
119,2027,10,100,1,0,3,820,40,775,0,904,100,100,5,73,0,0,0,0,0,137,134,5,112,108,17,14,12,7,5,4,6,2,15,0,1.3865
119,2028,10,100,1,0,3,76,6,69,0,66,7,7,1,6,0,0,0,0,0,20,20,1,15,14,3,3,0,0,2,1,0,0,0,0,0.0082
120,2017,3,100,1,0,9,229,6,214,0,888,100,100,9,2,0,0,0,0,1,207,204,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.3721
120,2018,3,100,1,0,9,222,8,212,0,909,101,101,2,1,0,0,0,0,2,194,191,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6652
120,2019,3,100,1,0,9,204,11,185,0,911,100,100,8,3,0,0,0,0,2,171,174,4,0,0,0,0,0,0,0,0,0,0,0,0,-2.3924
121,2018,9,100,1,0,4,481,285,185,0,900,100,100,11,97,0,0,0,0,1,240,242,11,0,0,0,0,0,0,0,0,0,0,0,0,-5.9915
121,2019,9,100,1,0,4,494,301,184,0,900,100,100,9,89,0,0,0,0,2,287,280,9,0,0,0,0,0,0,0,0,0,0,0,0,-1.3041
121,2020,9,100,1,0,4,496,284,206,0,910,100,100,6,71,0,0,0,0,1,268,260,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.1623
121,2021,9,100,1,0,4,516,303,204,0,925,100,100,9,90,0,0,0,0,1,280,275,9,0,0,0,0,0,0,0,0,0,0,0,0,-4.3240
121,2022,9,100,1,0,4,317,206,108,0,657,74,74,3,54,0,0,0,0,2,197,189,3,0,0,0,0,0,0,0,0,0,0,0,0,2.8911
121,2023,9,100,1,0,4,396,232,157,0,893,101,101,7,58,0,0,0,0,1,213,210,7,144,136,58,47,26,10,24,3,28,2,62,0,-4.0464
121,2024,9,100,1,0,4,409,268,138,0,891,100,100,3,71,0,0,0,0,0,236,231,3,165,156,42,36,37,18,22,6,20,2,63,0,0.4283
121,2025,9,100,1,0,4,454,281,168,0,889,100,100,5,81,0,0,0,0,0,247,246,5,181,176,49,34,28,14,24,5,19,0,59,0,-2.9042
121,2026,9,100,1,0,4,432,265,159,0,897,100,100,8,62,1,0,0,0,0,247,243,8,188,181,53,42,35,13,22,6,18,0,65,0,-2.0962
121,2027,9,100,1,0,4,428,240,183,0,888,100,100,5,79,0,0,0,0,1,214,208,5,168,160,43,35,28,8,30,7,27,1,76,0,1.3575
121,2028,9,100,1,0,4,43,25,18,0,73,8,8,0,7,0,0,0,0,1,21,21,0,19,18,2,2,3,2,2,0,1,0,4,0,0.0443
122,2020,1,100,1,0,4,218,149,67,0,414,48,48,2,32,0,0,0,0,1,139,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8971
122,2020,1,100,1,0,6,207,148,56,0,465,52,52,3,22,0,0,0,0,2,156,157,3,0,0,0,0,0,0,0,0,0,0,0,0,-1.2253
122,2021,1,100,1,0,6,415,271,135,0,907,100,100,9,45,0,0,0,0,2,284,287,9,0,0,0,0,0,0,0,0,0,0,0,0,-4.0863
122,2022,1,100,1,0,6,470,338,123,0,888,100,100,9,52,0,0,0,0,1,343,339,9,0,0,0,0,0,0,0,0,0,0,0,0,-2.6696
122,2023,1,100,1,0,6,424,277,137,0,896,100,100,10,49,0,0,0,0,2,270,258,10,203,183,55,43,30,8,38,8,26,0,81,0,-1.5245
122,2024,1,100,1,0,6,408,259,139,0,886,100,100,10,53,0,0,0,0,2,258,246,10,203,192,43,32,32,17,29,5,22,0,76,0,0.4389
122,2025,1,100,1,0,6,397,261,131,0,894,100,100,5,64,0,0,0,0,1,255,241,5,203,195,40,28,27,10,35,9,33,3,66,0,1.7087
122,2026,9,100,1,0,6,411,283,117,0,897,100,100,11,55,0,0,0,0,0,288,259,11,208,199,41,30,46,22,35,14,27,3,70,0,9.1742
122,2027,9,100,1,0,6,397,270,117,0,888,100,100,10,55,0,0,0,0,1,264,249,10,211,199,40,34,20,6,37,8,37,2,99,0,3.9041
122,2028,1,100,1,0,8,16,0,16,0,64,7,7,0,0,0,0,0,0,0,16,15,0,9,9,6,4,7,3,0,0,0,0,3,0,0.0046
123,2022,11,100,1,0,1,1,1,0,0,11,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577
123,2023,11,100,1,0,1,11,9,2,0,65,49,0,0,2,0,0,0,0,2,9,9,0,4,4,0,0,1,1,0,0,0,0,0,0,0.1111
123,2024,11,100,1,0,1,17,11,4,0,111,39,12,2,1,0,0,0,0,0,14,12,2,4,3,3,2,1,1,0,0,0,0,0,0,-0.9302
123,2025,11,100,1,0,1,27,19,7,0,149,25,25,1,2,0,0,0,0,1,19,19,1,10,10,4,4,3,2,0,0,0,0,0,0,-0.3008
123,2026,11,100,1,0,1,11,10,1,0,60,45,0,0,0,0,0,0,0,0,11,11,0,7,7,2,1,2,2,0,0,0,0,0,0,-0.1684
124,2020,10,100,1,0,7,183,3,178,0,883,98,98,2,1,0,0,0,0,0,167,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0229
124,2021,10,100,1,0,7,210,6,198,0,901,100,100,6,4,0,0,0,0,1,185,180,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8321
124,2022,1,100,1,0,7,203,1,201,0,888,100,100,1,0,0,0,0,0,1,187,175,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5575
124,2023,1,100,1,0,7,229,2,225,0,890,100,100,2,0,0,0,0,0,2,214,205,1,191,165,48,35,12,5,25,16,22,4,49,0,3.0626
124,2024,1,100,1,0,7,216,3,213,0,886,100,100,0,2,0,0,0,0,2,196,187,0,168,147,40,26,23,14,17,12,33,14,51,0,2.4536
124,2025,24,100,1,0,3,745,38,704,0,898,100,100,3,67,0,0,0,0,2,101,97,2,96,94,12,12,13,5,8,2,2,0,2,0,1.4746
124,2025,24,100,1,0,7,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3554
124,2026,24,100,1,0,3,330,18,309,0,366,40,39,3,21,0,0,0,0,0,61,60,3,52,49,9,8,9,7,7,2,2,2,5,0,1.1860
124,2026,24,100,1,0,7,107,0,105,0,547,61,61,2,0,0,0,0,0,0,101,95,1,81,75,18,13,12,7,12,7,12,3,21,0,2.1422
124,2027,24,100,1,0,7,182,1,177,0,899,100,100,4,0,0,0,0,0,0,169,160,2,144,125,40,29,14,7,14,10,20,6,49,0,1.4967
124,2028,24,100,1,0,7,19,0,19,0,71,8,8,0,0,0,0,0,0,0,17,16,0,14,12,4,4,1,1,2,1,1,1,1,0,0.8913
