human_manager_id,team_id,year,league_id,sub_league_id,division_id,g,w,l,pos,pct,gb,streak,magic_number
3,16,2020,101,0,0,0,0,0,1,0.0000,0.0000,0,0
3,17,2020,101,0,0,0,0,0,2,0.0000,0.0000,0,0
3,18,2020,101,0,1,0,0,0,2,0.0000,0.0000,0,0
3,19,2020,101,0,1,0,0,0,1,0.0000,0.0000,0,0
