player_id,team_id,league_id,position,role,uniform_number,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,last_day_on_waivers,options_used,option_used_this_year,has_received_arbitration,was_traded,trade_status
337,2,100,1,12,0,0,1,0,0,0,0,0,0,0,0,4,0,4,673,0,727,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
338,19,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
341,19,101,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,144,0,162,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,53,0,155,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
344,24,100,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
346,3,100,7,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,673,0,727,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
348,19,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
349,10,100,5,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,673,0,727,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
350,19,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1,100,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
354,11,100,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,11,100,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,2,100,1,11,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,144,0,162,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
360,24,100,1,11,0,0,1,0,0,0,0,0,0,0,0,4,0,4,577,0,631,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
361,9,100,1,11,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,432,0,486,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,2,0,2,288,0,316,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1,100,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
365,9,100,7,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
366,11,100,8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
367,11,100,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,3,178,0,583,0,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
368,10,100,1,11,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
371,10,100,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
372,19,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
373,18,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
374,16,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
375,11,100,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
376,18,101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,81,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
377,9,100,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
379,24,100,7,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
380,25,100,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,513,0,531,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
387,19,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
388,19,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
389,19,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
390,19,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,0,34,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
391,18,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
392,25,100,9,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
393,18,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
394,3,100,1,11,0,0,1,0,0,0,0,0,0,0,0,2,0,4,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
395,16,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
396,11,100,1,11,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
397,19,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1,100,1,11,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
399,24,100,1,11,0,0,1,0,0,0,0,0,0,0,0,2,0,4,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
400,11,100,1,11,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
401,11,100,1,11,0,0,1,0,0,0,0,0,0,0,0,2,0,2,369,0,387,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
402,3,100,1,12,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
403,19,101,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
404,11,100,1,13,0,0,1,0,0,0,0,0,0,0,0,2,0,5,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
405,10,100,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
407,11,100,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
408,24,100,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
409,3,100,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
410,19,101,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,214,184,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,144,0,162,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
413,18,101,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,159,221,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
414,18,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,19,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
417,3,100,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
418,3,100,7,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
419,3,100,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,369,0,387,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
420,19,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1,100,1,13,0,0,1,0,0,0,0,0,0,0,0,3,0,3,529,0,583,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
422,17,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1,100,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,288,0,324,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,144,0,162,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,2,0,2,288,0,324,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
427,25,100,8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,385,0,421,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
428,25,100,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,144,0,162,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
430,25,100,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,144,0,162,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
432,25,100,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
433,18,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
434,18,101,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,3,100,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,359,0,377,88,0,88,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
437,11,100,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,18,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
440,19,101,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,2,100,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
444,19,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,3,100,1,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
446,11,100,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
447,18,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
449,24,100,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
451,10,100,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
452,16,101,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2,100,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
454,3,100,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
455,10,100,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
456,3,100,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
457,3,100,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,150,0,150,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
458,10,100,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,144,0,162,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
461,18,101,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,144,0,162,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
465,3,100,1,11,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
466,25,100,1,12,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
467,11,100,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,241,0,259,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
468,19,101,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
469,18,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,19,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
472,25,100,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
474,19,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
475,9,100,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
476,17,101,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
477,19,101,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2,100,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
479,1,100,1,12,0,0,1,0,0,0,0,0,0,0,0,2,0,2,385,0,421,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
480,18,101,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,25,100,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,25,100,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,16,101,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,19,101,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,17,101,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,25,100,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
489,18,101,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
490,18,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,25,100,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,3,100,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,19,101,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
494,16,101,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
496,16,101,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,18,101,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,16,101,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
499,25,100,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
500,17,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
501,24,100,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
502,2,100,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
503,19,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
504,10,100,1,12,0,0,1,0,0,0,0,0,0,0,0,2,1,3,288,191,97,97,0,97,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
505,17,101,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
506,25,100,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,97,97,0,97,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
508,16,101,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
509,18,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
510,16,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
511,18,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
512,16,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
514,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
515,18,101,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
516,17,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
517,19,101,2,0,0,0,1,0,0,0,0,0,0,0,0,7,7,9,1041,1041,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,16,18,2308,2429,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
519,24,100,2,0,0,0,1,0,0,0,0,0,0,0,0,17,17,18,2591,2457,97,97,0,97,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
