player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,war
430,2028,25,0,100,1,1,0,391,85,127,420,1568,100,100,26,1,17,47,54,0,0,25,4,17,0,3,1,0,-2.0397,0,-0.2103
430,2028,25,0,100,1,2,0,195,43,58,206,0,70,52,15,1,8,21,26,0,0,9,0,8,0,1,1,0,0.0000,0,0.0000
430,2028,25,0,100,1,3,0,196,42,69,214,0,75,48,11,0,9,26,28,0,0,16,4,9,0,2,0,0,0.0000,0,0.0000
430,2029,25,0,100,1,1,0,397,86,117,438,1807,100,100,17,1,18,48,61,0,0,37,0,7,0,1,3,0,-0.2312,0,0.6163
430,2029,25,0,100,1,3,0,213,47,64,236,0,80,54,11,0,11,30,33,0,0,20,0,3,0,1,2,0,0.0000,0,0.0000
430,2029,25,0,100,1,2,0,184,39,53,202,0,69,46,6,1,7,18,28,0,0,17,0,4,0,0,1,0,0.0000,0,0.0000
431,2025,25,0,100,1,1,0,3,1,0,3,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0.0221
431,2025,25,0,100,1,2,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
431,2025,25,0,100,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
432,2025,16,0,101,6,21,0,12,2,2,13,58,3,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,-0.0649,0,0.0000
432,2025,16,0,101,6,1,0,404,113,57,442,1648,101,101,14,2,8,48,42,14,7,35,0,12,0,1,2,0,-1.7085,0,2.9773
432,2025,16,0,101,6,3,0,232,67,27,254,0,82,62,5,1,6,31,21,0,0,21,0,8,0,0,1,0,0.0000,0,0.0000
432,2025,16,0,101,6,2,0,172,46,30,188,0,70,39,9,1,2,17,21,0,0,14,0,4,0,1,1,0,0.0000,0,0.0000
432,2026,16,0,101,6,1,0,408,119,56,460,1857,101,101,15,1,5,53,48,38,17,44,0,11,0,6,2,0,0.9408,0,3.0426
432,2026,16,0,101,6,2,0,135,38,20,150,0,68,30,3,0,2,14,16,0,0,12,0,5,0,2,1,0,0.0000,0,0.0000
432,2026,16,0,101,6,3,0,273,81,36,310,0,95,71,12,1,3,39,32,0,0,32,0,6,0,4,1,0,0.0000,0,0.0000
432,2027,25,0,100,1,2,0,204,44,56,218,0,68,60,7,2,2,13,14,0,0,14,0,1,0,0,0,0,0.0000,0,0.0000
432,2027,25,0,100,1,1,0,376,90,94,412,1554,100,100,16,2,7,37,39,30,8,30,0,3,0,3,3,0,0.9632,0,-0.3328
432,2027,25,0,100,1,3,0,172,46,38,194,0,72,40,9,0,5,24,25,0,0,16,0,2,0,3,3,0,0.0000,0,0.0000
432,2028,25,0,100,1,1,0,390,92,83,417,1439,100,100,28,2,9,50,39,32,6,23,0,4,0,1,3,0,-0.1731,0,0.5149
432,2028,25,0,100,1,2,0,187,49,42,199,0,69,52,12,1,2,28,15,0,0,11,0,2,0,0,1,0,0.0000,0,0.0000
432,2028,25,0,100,1,3,0,203,43,41,218,0,79,48,16,1,7,22,24,0,0,12,0,2,0,1,2,0,0.0000,0,0.0000
432,2029,25,0,100,1,1,0,402,119,77,440,1680,100,100,39,7,13,59,56,40,5,37,0,2,0,1,0,0,3.0361,0,3.3963
432,2029,25,0,100,1,3,0,222,66,40,242,0,77,54,23,2,6,31,35,0,0,20,0,1,0,0,0,0,0.0000,0,0.0000
432,2029,25,0,100,1,2,0,180,53,37,198,0,65,46,16,5,7,28,21,0,0,17,0,1,0,1,0,0,0.0000,0,0.0000
433,2025,18,0,101,6,1,0,395,107,71,429,1536,100,100,8,0,13,56,53,0,0,29,0,12,0,3,2,0,0.2438,0,-0.0287
433,2025,18,0,101,6,21,0,11,1,5,12,41,3,3,0,0,1,2,4,0,0,1,0,0,0,0,0,0,0.1410,0,0.0000
433,2025,18,0,101,6,3,0,177,49,36,197,0,74,44,4,0,4,22,24,0,0,16,0,5,0,3,1,0,0.0000,0,0.0000
433,2025,18,0,101,6,2,0,218,58,35,232,0,78,56,4,0,9,34,29,0,0,13,0,7,0,0,1,0,0.0000,0,0.0000
433,2026,18,0,101,6,2,0,100,17,19,106,0,43,23,1,0,4,13,10,0,0,6,0,3,0,0,0,0,0.0000,0,0.0000
433,2026,18,0,101,6,1,0,188,45,32,204,735,54,48,7,0,8,24,31,0,0,16,0,3,0,0,0,0,0.6701,0,-0.1552
433,2026,18,0,101,6,21,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
433,2026,18,0,101,6,3,0,88,28,13,98,0,41,25,6,0,4,11,21,0,0,10,0,0,0,0,0,0,0.0000,0,0.0000
433,2027,18,0,101,6,1,0,9,1,3,11,42,12,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,-0.0040,0,-0.1100
433,2027,18,0,101,6,2,0,4,1,2,6,0,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.0000,0,0.0000
433,2027,18,0,101,6,3,0,5,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
433,2027,18,0,101,6,21,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
435,2025,17,0,101,6,1,0,362,91,90,412,1668,100,100,7,2,10,43,42,1,0,50,0,10,0,0,0,0,-0.3000,0,1.5366
435,2025,17,0,101,6,3,0,257,65,69,287,0,89,72,7,1,6,27,31,0,0,30,0,8,0,0,0,0,0.0000,0,0.0000
435,2025,17,0,101,6,2,0,105,26,21,125,0,53,28,0,1,4,16,11,0,0,20,0,2,0,0,0,0,0.0000,0,0.0000
435,2026,25,0,100,1,1,0,329,61,118,344,1330,98,98,14,0,8,23,34,0,0,14,0,8,0,1,0,0,-2.3956,0,-1.2198
435,2026,25,0,100,1,2,0,173,32,59,181,0,65,51,5,0,5,12,21,0,0,7,0,2,0,1,0,0,0.0000,0,0.0000
435,2026,25,0,100,1,3,0,156,29,59,163,0,60,47,9,0,3,11,13,0,0,7,0,6,0,0,0,0,0.0000,0,0.0000
435,2027,25,0,100,1,1,0,329,57,141,356,1321,97,97,8,1,10,27,31,0,0,25,0,5,0,2,0,0,-1.6078,0,-1.5301
435,2027,25,0,100,1,2,0,179,35,78,192,0,72,58,6,0,4,14,16,0,0,12,0,3,0,1,0,0,0.0000,0,0.0000
435,2027,25,0,100,1,3,0,150,22,63,164,0,68,39,2,1,6,13,15,0,0,13,0,2,0,1,0,0,0.0000,0,0.0000
435,2028,3,0,100,1,1,0,227,31,74,242,925,63,60,7,0,5,16,17,1,0,12,0,5,0,3,0,0,-2.7721,0,-1.7075
435,2028,3,0,100,1,2,0,98,16,35,103,0,39,27,2,0,3,6,7,0,0,4,0,1,0,1,0,0,0.0000,0,0.0000
