player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs
34,2028,9,742,100,1,19,1,5,0,1,1,6,0,0,0,0,1,2,23,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0.0349,8.7000,0,4
34,2028,9,752,100,1,19,3,16,0,6,3,18,0,2,6,5,5,1,62,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5497,24.2000,0,9
34,2028,9,753,100,1,19,0,3,0,1,1,3,0,0,0,0,0,1,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0001,0.2000,0,2
34,2028,9,763,100,1,19,1,6,0,4,0,12,0,6,10,10,1,1,52,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,-0.0000,3.5000,0,3
34,2028,9,773,100,1,19,2,7,0,1,1,7,0,0,0,0,2,3,27,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1170,8.1000,0,6
34,2028,9,786,100,1,19,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0246,1.0000,0,1
34,2028,9,792,100,1,19,0,4,0,3,0,5,0,1,4,4,0,1,17,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.4316,7.3000,0,1
34,2028,9,796,100,1,19,2,7,0,1,3,11,0,4,0,0,1,2,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0205,16.2000,0,6
34,2028,9,808,100,1,19,0,2,0,0,0,2,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0424,1.7000,0,2
34,2028,9,809,100,1,19,2,8,0,2,4,8,0,0,1,1,2,0,25,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0884,8.5000,0,6
34,2028,9,819,100,1,19,1,12,0,6,1,14,0,2,7,5,2,2,64,2,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1289,9.1000,0,5
34,2028,9,8,100,1,1,2,10,0,3,2,10,0,0,2,2,1,4,48,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0177,6.1000,0,7
