player_id,league_id,sub_league_id,year,category,place,amount
12,100,0,2028,44,2,8.6116
12,100,0,2028,45,5,0.7598
12,100,0,2028,46,1,6.3321
12,100,0,2028,47,6,1.9756
12,100,0,2028,48,6,9.6754
12,100,0,2028,49,3,69.1391
12,100,0,2028,52,2,20.0000
12,100,0,2028,53,2,0.8000
12,100,0,2028,54,1,5.0000
12,100,0,2028,55,1,0.2000
12,100,0,2028,56,1,4.0000
12,100,0,2028,59,2,5.4900
13,100,0,2023,0,1,101.0000
13,100,0,2023,13,3,2.0000
13,100,0,2023,14,4,9.0000
13,100,0,2024,0,1,100.0000
13,100,0,2024,6,10,24.0000
13,100,0,2024,13,1,8.0000
13,100,0,2024,14,4,8.0000
13,100,0,2025,0,1,100.0000
13,100,0,2025,14,1,13.0000
13,100,0,2026,0,2,100.0000
13,100,0,2026,14,1,12.0000
14,100,0,2021,4,10,94.0000
14,100,0,2021,16,5,5.0000
14,100,0,2022,0,1,100.0000
14,100,0,2022,4,3,104.0000
14,100,0,2022,6,3,28.0000
14,100,0,2023,2,9,401.0000
14,100,0,2023,4,1,118.0000
14,100,0,2023,8,9,21.0000
14,100,0,2023,16,7,5.0000
14,100,0,2023,17,10,43.0000
14,100,0,2023,23,9,0.2145
14,100,0,2024,0,1,100.0000
14,100,0,2024,4,8,106.0000
14,100,0,2024,6,10,24.0000
14,100,0,2025,4,9,106.0000
14,100,0,2026,16,10,4.0000
14,100,0,2027,0,1,100.0000
15,100,0,2022,0,1,100.0000
15,100,0,2022,4,3,104.0000
15,100,0,2023,13,3,2.0000
15,100,0,2024,0,1,100.0000
15,100,0,2024,10,10,69.0000
15,100,0,2024,13,3,3.0000
15,100,0,2024,16,4,6.0000
15,100,0,2024,18,8,0.3008
15,100,0,2025,0,1,100.0000
15,100,0,2025,3,4,129.0000
15,100,0,2025,5,1,244.0000
15,100,0,2025,8,1,34.0000
15,100,0,2025,10,1,91.0000
15,100,0,2025,16,2,8.0000
15,100,0,2025,18,2,0.3333
15,100,0,2025,19,8,0.3941
15,100,0,2025,20,1,0.6305
15,100,0,2025,21,3,96.3891
15,100,0,2025,22,3,9.4294
15,100,0,2025,23,1,0.2972
15,100,0,2025,24,1,0.4233
15,100,0,2025,25,1,1.0246
15,100,0,2025,26,1,178.2294
15,100,0,2025,58,2,6.2886
15,100,0,2026,0,2,100.0000
15,100,0,2026,3,8,126.0000
15,100,0,2026,11,10,72.0000
15,100,0,2026,16,1,7.0000
15,100,0,2026,18,9,0.3166
15,100,0,2026,58,9,4.8359
15,100,0,2027,0,1,100.0000
15,100,0,2027,2,5,418.0000
15,100,0,2027,3,7,125.0000
15,100,0,2027,5,2,241.0000
15,100,0,2027,8,3,32.0000
15,100,0,2027,10,2,110.0000
15,100,0,2027,16,10,5.0000
15,100,0,2027,17,9,49.0000
15,100,0,2027,20,6,0.5766
15,100,0,2027,21,9,90.1535
15,100,0,2027,23,7,0.2775
15,100,0,2027,25,8,0.9452
15,100,0,2027,26,9,142.1671
15,100,0,2027,58,7,4.3624
15,100,0,2028,0,1,100.0000
15,100,0,2028,8,9,21.0000
15,100,0,2028,12,5,57.0000
15,100,0,2028,21,10,74.9080
15,100,0,2028,22,10,6.9742
15,100,0,2028,23,8,0.2408
15,100,0,2028,24,9,0.3725
15,100,0,2028,25,9,0.8879
15,100,0,2028,26,8,140.8321
15,100,0,2028,58,5,4.7744
16,100,0,2023,36,9,21.0000
16,100,0,2023,37,4,55.0000
16,100,0,2023,39,2,11.0000
16,100,0,2024,28,6,25.0000
16,100,0,2024,30,6,10.0000
16,100,0,2024,35,10,730.0000
16,100,0,2024,36,2,29.0000
16,100,0,2024,37,3,70.0000
16,100,0,2024,39,6,8.0000
16,100,0,2024,41,10,0.2980
16,100,0,2024,54,9,2.0000
16,100,0,2024,55,10,0.0800
16,100,0,2025,28,4,25.0000
16,100,0,2025,29,3,18.0000
16,100,0,2025,31,1,0.9000
16,100,0,2025,40,5,2.5906
16,100,0,2025,41,2,0.2522
16,100,0,2025,42,10,1.1066
16,100,0,2025,45,4,0.5757
16,100,0,2025,46,8,7.1386
16,100,0,2025,57,9,0.5135
16,100,0,2026,28,1,25.0000
16,100,0,2026,41,5,0.2665
16,100,0,2026,54,7,2.0000
16,100,0,2026,55,7,0.0800
16,100,0,2026,56,5,1.0000
16,100,0,2026,57,9,0.5296
16,100,0,2027,28,2,25.0000
16,100,0,2027,29,4,14.0000
16,100,0,2027,31,1,0.8750
16,100,0,2027,41,2,0.2614
16,100,0,2027,42,10,1.1845
16,100,0,2027,44,10,10.9506
16,100,0,2027,46,8,7.7639
16,100,0,2027,52,5,17.0000
16,100,0,2027,53,5,0.6800
16,100,0,2027,57,9,0.5237
16,100,0,2028,28,4,25.0000
16,100,0,2028,31,8,0.6667
16,100,0,2028,49,10,89.5060
16,100,0,2028,57,6,0.5439
17,100,0,2021,28,1,26.0000
17,100,0,2021,30,6,11.0000
17,100,0,2021,35,10,704.0000
17,100,0,2021,36,3,23.0000
17,100,0,2021,37,2,65.0000
17,100,0,2021,41,9,0.2802
17,100,0,2021,54,7,2.0000
17,100,0,2021,56,4,1.0000
17,100,0,2022,28,5,25.0000
17,100,0,2022,35,9,710.0000
17,100,0,2022,36,3,25.0000
17,100,0,2022,37,2,74.0000
17,100,0,2022,39,1,13.0000
17,100,0,2022,41,4,0.2661
17,100,0,2023,30,6,12.0000
17,100,0,2023,36,1,32.0000
17,100,0,2024,28,6,25.0000
17,100,0,2024,30,6,10.0000
17,100,0,2024,37,6,67.0000
17,100,0,2024,39,4,9.0000
17,100,0,2024,41,5,0.2735
17,100,0,2024,45,9,0.9978
17,100,0,2024,46,10,8.5109
17,100,0,2025,28,4,25.0000
17,100,0,2025,39,8,7.0000
17,100,0,2026,28,1,25.0000
17,100,0,2026,30,10,10.0000
17,100,0,2026,34,8,168.1000
17,100,0,2026,35,9,680.0000
17,100,0,2026,39,9,6.0000
17,100,0,2026,40,10,3.3683
17,100,0,2026,41,7,0.2679
17,100,0,2026,42,9,1.0931
17,100,0,2026,43,10,3.8421
17,100,0,2026,44,7,9.9446
17,100,0,2026,46,10,7.8059
17,100,0,2026,47,7,2.0317
17,100,0,2026,49,10,86.5274
17,100,0,2026,52,9,16.0000
17,100,0,2026,53,9,0.6400
17,100,0,2026,54,7,2.0000
17,100,0,2026,55,7,0.0800
17,100,0,2026,56,5,1.0000
17,100,0,2026,59,10,3.4643
17,100,0,2027,28,2,25.0000
17,100,0,2027,30,7,11.0000
17,100,0,2027,34,8,159.0000
17,100,0,2027,35,8,674.0000
17,100,0,2027,43,10,3.9429
17,100,0,2027,47,9,1.9811
17,100,0,2027,54,7,1.0000
17,100,0,2027,55,7,0.0400
17,100,0,2027,57,2,0.5651
17,100,0,2028,28,4,25.0000
17,100,0,2028,29,10,11.0000
17,100,0,2028,31,6,0.6875
17,100,0,2028,34,4,175.2000
17,100,0,2028,35,2,729.0000
17,100,0,2028,39,6,7.0000
17,100,0,2028,40,9,3.5351
17,100,0,2028,43,9,4.1538
17,100,0,2028,45,3,0.6660
17,100,0,2028,47,7,1.9981
17,100,0,2028,49,7,74.1270
17,100,0,2028,52,8,17.0000
17,100,0,2028,53,8,0.6800
17,100,0,2028,54,5,2.0000
17,100,0,2028,55,5,0.0800
17,100,0,2028,57,3,0.5648
17,100,0,2028,59,8,4.8891
18,100,0,2021,33,8,1.0000
18,100,0,2022,30,4,12.0000
18,100,0,2022,36,6,23.0000
18,100,0,2022,37,3,66.0000
18,100,0,2022,54,8,2.0000
18,100,0,2022,55,8,0.0833
18,100,0,2022,57,8,0.5770
18,100,0,2023,27,7,54.0000
18,100,0,2023,33,9,4.0000
18,100,0,2023,50,7,54.0000
18,100,0,2023,51,8,21.0000
18,100,0,2025,32,9,7.0000
18,100,0,2025,33,10,6.0000
18,100,0,2025,51,3,30.0000
18,100,0,2026,27,8,55.0000
18,100,0,2026,50,8,55.0000
18,100,0,2026,51,9,22.0000
18,100,0,2027,33,4,14.0000
18,100,0,2028,28,1,26.0000
18,100,0,2028,29,6,12.0000
18,100,0,2028,37,2,71.0000
18,100,0,2028,41,6,0.2690
18,100,0,2028,46,8,7.5477
20,100,0,2021,16,4,6.0000
20,100,0,2022,9,8,6.0000
20,100,0,2023,7,1,9.0000
20,100,0,2023,9,9,8.0000
20,100,0,2023,13,3,2.0000
20,100,0,2025,13,7,4.0000
20,100,0,2025,16,4,6.0000
20,100,0,2026,13,9,3.0000
20,100,0,2028,0,1,100.0000
20,100,0,2028,2,9,407.0000
20,100,0,2028,13,2,6.0000
21,100,0,2021,0,1,100.0000
21,100,0,2021,4,3,105.0000
21,100,0,2021,14,7,7.0000
21,100,0,2025,0,1,100.0000
21,100,0,2025,4,7,109.0000
22,100,0,2021,29,5,12.0000
22,100,0,2021,31,5,0.7059
22,100,0,2021,37,1,77.0000
22,100,0,2021,39,5,8.0000
22,100,0,2021,41,8,0.2785
22,100,0,2021,45,4,0.7483
22,100,0,2021,46,5,7.9192
22,100,0,2021,48,4,7.9815
22,100,0,2021,56,4,1.0000
22,100,0,2022,41,3,0.2550
22,100,0,2022,42,8,1.1313
22,100,0,2022,44,8,10.4062
22,100,0,2022,46,5,7.4250
22,100,0,2023,29,8,11.0000
22,100,0,2023,31,8,0.6111
22,100,0,2023,40,4,3.1607
22,100,0,2023,41,1,0.2500
22,100,0,2023,42,6,1.0833
22,100,0,2023,43,10,3.0222
22,100,0,2023,44,6,10.0714
22,100,0,2023,46,3,7.3393
22,100,0,2023,52,9,15.0000
22,100,0,2023,53,7,0.6522
22,100,0,2023,54,2,5.0000
22,100,0,2023,55,2,0.2174
22,100,0,2023,56,2,2.0000
22,100,0,2024,28,6,25.0000
22,100,0,2024,29,6,13.0000
22,100,0,2024,31,6,0.6500
22,100,0,2024,36,6,23.0000
22,100,0,2024,57,4,0.5525
22,100,0,2025,28,4,25.0000
22,100,0,2025,30,4,15.0000
22,100,0,2025,47,8,2.0499
22,100,0,2025,57,1,0.5373
22,100,0,2026,28,1,25.0000
22,100,0,2026,30,5,13.0000
22,100,0,2026,57,5,0.5406
22,100,0,2027,28,2,25.0000
22,100,0,2027,30,4,12.0000
22,100,0,2027,35,9,669.0000
22,100,0,2027,54,7,1.0000
22,100,0,2027,55,7,0.0400
22,100,0,2027,57,3,0.5468
22,100,0,2028,28,4,25.0000
22,100,0,2028,30,2,16.0000
22,100,0,2028,37,8,56.0000
22,100,0,2028,54,9,1.0000
23,100,0,2021,9,10,6.0000
24,100,0,2021,0,1,100.0000
24,100,0,2021,7,6,4.0000
24,100,0,2021,8,10,17.0000
24,100,0,2021,23,10,0.2099
24,100,0,2022,0,1,100.0000
24,100,0,2022,4,6,101.0000
24,100,0,2022,13,1,6.0000
24,100,0,2023,4,10,99.0000
24,100,0,2023,13,3,2.0000
24,100,0,2024,0,1,100.0000
24,100,0,2024,5,2,217.0000
24,100,0,2024,8,1,27.0000
24,100,0,2024,10,3,85.0000
24,100,0,2024,11,7,72.0000
24,100,0,2024,16,7,5.0000
24,100,0,2024,17,4,49.0000
24,100,0,2024,20,2,0.5494
24,100,0,2024,23,2,0.2608
24,100,0,2024,24,10,0.3728
24,100,0,2024,25,7,0.8858
24,100,0,2025,0,1,100.0000
24,100,0,2025,8,3,27.0000
24,100,0,2025,10,5,81.0000
24,100,0,2025,17,9,50.0000
24,100,0,2025,20,6,0.5582
24,100,0,2025,23,2,0.2778
24,100,0,2026,0,2,100.0000
24,100,0,2026,8,7,24.0000
24,100,0,2026,13,9,3.0000
24,100,0,2026,17,10,49.0000
24,100,0,2026,23,7,0.2597
24,100,0,2027,0,1,100.0000
24,100,0,2027,5,7,225.0000
24,100,0,2027,6,7,29.0000
24,100,0,2027,8,7,25.0000
24,100,0,2027,10,7,89.0000
24,100,0,2027,16,2,7.0000
24,100,0,2027,17,4,56.0000
24,100,0,2027,20,9,0.5611
24,100,0,2027,23,8,0.2693
24,100,0,2028,0,1,100.0000
24,100,0,2028,13,10,3.0000
24,100,0,2028,16,8,4.0000
27,100,0,2021,28,6,25.0000
27,100,0,2021,30,1,15.0000
27,100,0,2021,34,10,167.1000
27,100,0,2021,35,8,711.0000
27,100,0,2021,37,10,51.0000
27,100,0,2021,39,9,6.0000
27,100,0,2021,40,6,3.8725
27,100,0,2021,49,9,96.0789
27,100,0,2021,54,7,2.0000
27,100,0,2021,55,8,0.0800
27,100,0,2021,56,4,1.0000
27,100,0,2021,57,10,0.5552
27,100,0,2021,59,9,2.5728
27,100,0,2022,28,1,26.0000
27,100,0,2022,34,6,177.0000
27,100,0,2022,35,5,727.0000
27,100,0,2022,37,7,56.0000
27,100,0,2022,38,7,149.0000
27,100,0,2022,39,4,8.0000
27,100,0,2022,40,7,3.3559
27,100,0,2022,41,6,0.2675
27,100,0,2022,42,9,1.1525
27,100,0,2022,44,9,10.6780
27,100,0,2022,45,8,0.7119
27,100,0,2022,46,6,7.5254
27,100,0,2022,48,10,7.5763
27,100,0,2022,49,10,89.0146
27,100,0,2022,52,2,19.0000
27,100,0,2022,53,3,0.7308
27,100,0,2022,54,8,2.0000
27,100,0,2022,59,9,3.3822
27,100,0,2023,30,9,9.0000
27,100,0,2023,34,2,188.2000
27,100,0,2023,35,4,764.0000
27,100,0,2023,36,4,27.0000
27,100,0,2023,38,2,183.0000
27,100,0,2023,40,9,3.6731
27,100,0,2023,41,4,0.2609
27,100,0,2023,42,4,1.0283
27,100,0,2023,43,4,5.2286
27,100,0,2023,44,4,9.7792
27,100,0,2023,46,6,7.5848
27,100,0,2023,47,4,1.6696
27,100,0,2023,48,5,8.7297
27,100,0,2023,49,9,92.6554
27,100,0,2023,52,9,15.0000
27,100,0,2023,53,10,0.6000
27,100,0,2023,54,5,4.0000
27,100,0,2023,55,6,0.1600
27,100,0,2023,56,3,1.0000
27,100,0,2023,59,7,3.2455
27,100,0,2024,28,6,25.0000
27,100,0,2024,29,2,16.0000
27,100,0,2024,31,2,0.8000
27,100,0,2024,34,3,184.2000
27,100,0,2024,35,3,790.0000
27,100,0,2024,36,8,21.0000
27,100,0,2024,38,9,161.0000
27,100,0,2024,40,10,4.0451
27,100,0,2024,41,9,0.2976
27,100,0,2024,42,10,1.2617
27,100,0,2024,43,8,3.1569
27,100,0,2024,45,10,1.0235
27,100,0,2024,47,7,2.4856
27,100,0,2024,52,5,15.0000
27,100,0,2024,53,5,0.6000
27,100,0,2024,54,6,4.0000
27,100,0,2024,55,7,0.1600
27,100,0,2024,59,10,3.0442
27,100,0,2025,28,4,25.0000
27,100,0,2025,29,8,12.0000
27,100,0,2025,34,8,169.2000
27,100,0,2025,35,8,714.0000
27,100,0,2025,36,8,24.0000
27,100,0,2025,54,9,1.0000
27,100,0,2025,55,10,0.0400
27,100,0,2026,28,1,25.0000
27,100,0,2026,34,10,165.1000
27,100,0,2026,35,7,691.0000
27,100,0,2026,38,10,175.0000
27,100,0,2026,39,9,6.0000
27,100,0,2026,43,7,4.6053
27,100,0,2026,45,3,0.7077
27,100,0,2026,47,9,2.0685
27,100,0,2026,48,8,9.5262
27,100,0,2026,49,5,67.6727
27,100,0,2026,52,9,16.0000
27,100,0,2026,53,9,0.6400
27,100,0,2026,59,6,5.2336
27,100,0,2027,28,2,25.0000
27,100,0,2027,29,4,14.0000
27,100,0,2027,31,7,0.7368
27,100,0,2027,34,3,181.1000
27,100,0,2027,35,4,722.0000
27,100,0,2027,39,7,6.0000
27,100,0,2027,40,5,3.2757
27,100,0,2027,41,3,0.2689
27,100,0,2027,42,6,1.0202
27,100,0,2027,43,8,4.1944
27,100,0,2027,44,5,9.5294
27,100,0,2027,45,1,0.4963
27,100,0,2027,46,6,7.3952
27,100,0,2027,47,4,1.7868
27,100,0,2027,49,5,68.6259
27,100,0,2027,52,5,17.0000
27,100,0,2027,53,5,0.6800
27,100,0,2027,54,1,6.0000
27,100,0,2027,55,1,0.2400
27,100,0,2027,56,1,3.0000
27,100,0,2027,59,2,5.7842
27,100,0,2028,28,4,25.0000
27,100,0,2028,29,10,11.0000
27,100,0,2028,31,5,0.7333
27,100,0,2028,34,8,164.2000
27,100,0,2028,35,10,665.0000
27,100,0,2028,39,6,7.0000
27,100,0,2028,40,5,2.9514
27,100,0,2028,43,8,4.1579
27,100,0,2028,44,9,10.1660
27,100,0,2028,45,6,0.8198
27,100,0,2028,47,8,2.0769
27,100,0,2028,49,8,74.4388
27,100,0,2028,52,5,19.0000
27,100,0,2028,53,5,0.7600
27,100,0,2028,54,9,1.0000
27,100,0,2028,57,8,0.5387
27,100,0,2028,59,9,4.5421
28,100,0,2022,0,1,100.0000
28,100,0,2022,4,8,99.0000
28,100,0,2022,13,9,2.0000
28,100,0,2023,7,9,4.0000
28,100,0,2028,13,10,3.0000
29,100,0,2021,0,1,100.0000
29,100,0,2021,16,9,4.0000
29,100,0,2022,0,1,100.0000
29,100,0,2022,2,8,401.0000
29,100,0,2022,6,7,26.0000
29,100,0,2023,2,4,405.0000
29,100,0,2023,6,5,25.0000
29,100,0,2023,14,2,10.0000
29,100,0,2024,0,1,100.0000
29,100,0,2024,2,4,408.0000
29,100,0,2024,14,10,6.0000
29,100,0,2025,0,1,100.0000
29,100,0,2025,2,9,405.0000
29,100,0,2025,3,6,128.0000
29,100,0,2025,6,4,35.0000
29,100,0,2025,18,6,0.3160
29,100,0,2026,0,2,100.0000
29,100,0,2026,13,2,8.0000
29,100,0,2026,18,5,0.3238
29,100,0,2026,19,6,0.4000
29,100,0,2027,0,1,100.0000
29,100,0,2027,3,1,140.0000
29,100,0,2027,5,5,235.0000
29,100,0,2027,7,5,4.0000
29,100,0,2027,10,8,83.0000
29,100,0,2027,11,9,78.0000
29,100,0,2027,13,2,4.0000
29,100,0,2027,14,2,11.0000
29,100,0,2027,16,10,5.0000
29,100,0,2027,18,1,0.3518
29,100,0,2027,19,4,0.4295
29,100,0,2027,20,4,0.5905
29,100,0,2027,21,4,98.2542
29,100,0,2027,22,2,9.4408
29,100,0,2027,24,2,0.4230
29,100,0,2027,25,3,1.0200
29,100,0,2027,26,2,161.8816
29,100,0,2027,58,5,4.9864
29,100,0,2028,0,1,100.0000
29,100,0,2028,6,2,34.0000
29,100,0,2028,10,5,77.0000
29,100,0,2028,11,10,73.0000
29,100,0,2028,17,7,52.0000
29,100,0,2028,58,9,3.6811
30,100,0,2021,15,6,1.0000
30,100,0,2022,15,6,1.0000
30,100,0,2023,15,6,2.0000
30,100,0,2024,15,4,8.0000
30,100,0,2025,14,8,8.0000
31,100,0,2020,0,1,100.0000
31,100,0,2020,4,4,119.0000
31,100,0,2020,14,10,7.0000
31,100,0,2020,16,9,3.0000
33,100,0,2020,29,8,11.0000
33,100,0,2020,37,4,62.0000
33,100,0,2020,40,9,3.8054
33,100,0,2020,41,8,0.2877
33,100,0,2020,45,6,0.8456
33,100,0,2020,46,9,8.2148
33,100,0,2020,52,7,15.0000
33,100,0,2020,53,7,0.6250
34,100,0,2020,29,8,11.0000
34,100,0,2020,36,6,23.0000
34,100,0,2020,41,7,0.2860
34,100,0,2020,53,10,0.5833
34,100,0,2021,29,10,9.0000
34,100,0,2021,31,6,0.6923
34,100,0,2021,41,10,0.2837
34,100,0,2021,57,9,0.5587
36,100,0,2020,30,10,10.0000
36,100,0,2020,37,5,59.0000
36,100,0,2020,39,6,10.0000
36,100,0,2020,45,8,0.9643
36,100,0,2020,56,2,1.0000
36,100,0,2021,30,7,10.0000
39,100,0,2020,0,1,100.0000
39,100,0,2020,6,5,28.0000
39,100,0,2020,16,9,3.0000
39,100,0,2021,0,1,100.0000
39,100,0,2021,6,2,32.0000
39,100,0,2021,7,6,4.0000
39,100,0,2021,17,10,41.0000
39,100,0,2022,7,9,4.0000
39,100,0,2022,13,9,2.0000
42,100,0,2021,33,2,5.0000
42,100,0,2022,29,1,16.0000
42,100,0,2022,31,3,0.7619
42,100,0,2022,36,5,24.0000
42,100,0,2022,40,10,3.5586
42,100,0,2022,42,10,1.1736
42,100,0,2022,43,7,3.8571
42,100,0,2022,47,6,1.9770
42,100,0,2022,48,9,7.6255
42,100,0,2023,29,8,11.0000
42,100,0,2023,31,3,0.6875
42,100,0,2023,41,1,0.2500
42,100,0,2023,42,8,1.1269
42,100,0,2023,44,7,10.3433
42,100,0,2023,46,5,7.4552
42,100,0,2024,27,6,54.0000
42,100,0,2024,32,9,6.0000
42,100,0,2024,33,10,4.0000
42,100,0,2024,50,6,54.0000
42,100,0,2024,51,4,26.0000
43,100,0,2021,36,5,21.0000
43,100,0,2021,37,9,54.0000
43,100,0,2021,39,3,9.0000
43,100,0,2022,33,3,4.0000
43,100,0,2023,27,1,59.0000
43,100,0,2023,32,7,7.0000
43,100,0,2023,33,7,7.0000
43,100,0,2023,50,1,59.0000
43,100,0,2023,51,7,22.0000
43,100,0,2024,27,3,56.0000
43,100,0,2024,32,9,6.0000
43,100,0,2024,33,4,10.0000
43,100,0,2024,50,3,56.0000
43,100,0,2025,32,6,8.0000
43,100,0,2025,51,6,27.0000
43,100,0,2026,32,3,15.0000
43,100,0,2026,39,9,6.0000
43,100,0,2026,51,4,30.0000
43,100,0,2027,27,5,59.0000
43,100,0,2027,32,3,12.0000
43,100,0,2027,33,7,8.0000
43,100,0,2027,50,5,59.0000
43,100,0,2027,51,1,37.0000
43,100,0,2028,32,3,12.0000
43,100,0,2028,33,10,9.0000
43,100,0,2028,51,5,26.0000
45,100,0,2019,31,6,0.5714
45,100,0,2019,36,5,17.0000
45,100,0,2019,37,7,45.0000
45,100,0,2019,57,3,0.5584
45,1000,0,2020,29,6,5.0000
45,1000,0,2020,32,9,1.0000
45,1000,0,2020,33,5,6.0000
45,100,0,2020,29,3,13.0000
45,100,0,2020,31,1,0.7222
45,100,0,2020,37,6,58.0000
45,100,0,2020,38,8,163.0000
45,100,0,2020,43,10,2.8103
45,100,0,2020,45,7,0.8957
45,100,0,2020,46,10,8.5735
45,100,0,2020,48,4,10.4289
45,100,0,2020,49,6,86.6919
45,100,0,2020,57,4,0.6183
45,100,0,2020,59,10,2.8615
45,100,0,2021,28,6,25.0000
45,100,0,2021,29,10,9.0000
45,100,0,2021,36,10,19.0000
45,100,0,2021,38,6,150.0000
