"team_id","parent_team_id","league_id","player_id","year","ab","h","SO","pa","pitches_seen","g","Dbl","Trp","hr","r","rbi","sb","bb","ibb","sf","hp","ip","p_ab","p_tb","ha","k","walks","p_r","er","w","l","s","p_sf","hra","qs","cg","sho","hld","zr","war","games","games_remaining","pa_pace","avg","obp","sin","rc","tb","slg","ops","iso","b_babip","bat_k_pcnt","bat_bb_pcnt","bat_k_bb_pcnt","era","whip","p_babip","fip","HR_per_9","R_per_9","H_per_9","K_per_9","BB_per_9","pit_k_pcnt","pit_bb_pcnt","pit_k_bb_pcnt","full_name","position_name","league_abbr","parent_team_abbr","team_name","winloss","name_pos","url"
2,2,100,309,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,86,0,24,7,21,17,15,0,1,0,0,4,0,0,0,0,-0.0516,-0.64,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.136,2.045,0.267,7.69,1.64,6.95,9.82,2.86,8.59,0.08,0.24,-0.16,"Tiddlywink McTicklestick","P","PBE","OBX","Outer Banks Aviators","0 - 1","Tiddlywink McTicklestick - P","http://www.pbesim.com/players/player_309.html"
2,2,100,213,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,327,0,91,109,44,47,46,4,3,10,3,12,0,0,0,1,-0.1792,0.47,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.929,1.607,0.378,3.93,1.29,5.04,9.75,11.68,4.71,0.33,0.13,0.2,"Hannu Karpotsev","P","PBE","OBX","Outer Banks Aviators","4 - 3","Hannu Karpotsev - P","http://www.pbesim.com/players/player_213.html"
2,2,100,89,2020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marc Garvey","CF","PBE","OBX","Outer Banks Aviators","0 - 0","Marc Garvey - CF","http://www.pbesim.com/players/player_89.html"
2,2,100,228,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,216,0,60,46,25,27,26,0,0,0,2,6,0,0,0,0,0.0229,-0.18,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.255,1.545,0.325,4.21,0.98,4.42,9.82,7.53,4.09,0.21,0.12,0.09,"Buddy McKnight","P","PBE","OBX","Outer Banks Aviators","0 - 0","Buddy McKnight - P","http://www.pbesim.com/players/player_228.html"
2,2,100,159,2020,297,56,98,330,1259,79,16,2,5,30,35,0,24,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0056,-0.17,162,0,330,0.189,0.264,33,24,91,0.306,0.57,0.117,0.26,0.3,0.07,0.23,0,0,0,0,0,0,0,0,0,0,0,0,"Connor Tanner","CF","PBE","OBX","Outer Banks Aviators","0 - 0","Connor Tanner - CF","http://www.pbesim.com/players/player_159.html"
2,2,100,231,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,661,0,184,126,28,83,71,6,14,0,6,18,14,0,0,0,-0.3701,1.16,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896,1.293,0.317,3.5,0.99,4.55,10.1,6.91,1.54,0.19,0.04,0.15,"Mendo Brazos","P","PBE","OBX","Outer Banks Aviators","6 - 14","Mendo Brazos - P","http://www.pbesim.com/players/player_231.html"
2,2,100,90,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,141,0,31,45,21,14,14,2,1,0,1,1,0,0,0,7,0.0566,0.39,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.405,1.405,0.312,2.72,0.24,3.41,7.54,10.95,5.11,0.32,0.15,0.17,"Asipi Cantor","P","PBE","OBX","Outer Banks Aviators","2 - 1","Asipi Cantor - P","http://www.pbesim.com/players/player_90.html"
2,2,100,27,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,651,0,171,132,51,79,72,3,15,0,4,18,12,2,1,0,-0.3567,2.57,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,1.329,0.303,3.84,0.97,4.26,9.22,7.11,2.75,0.2,0.08,0.12,"Mookie Banks","P","PBE","OBX","Outer Banks Aviators","3 - 15","Mookie Banks - P","http://www.pbesim.com/players/player_27.html"
2,2,100,27,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,643,0,165,175,38,67,64,10,8,0,5,13,16,0,0,0,-1.1596,5.23,162,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3.491,1.23,0.33,2.69,0.71,3.65,9,9.55,2.07,0.27,0.06,0.21,"Mookie Banks","P","PBE","OBX","Outer Banks Aviators","10 - 8","Mookie Banks - P","http://www.pbesim.com/players/player_27.html"
2,2,100,315,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,269,0,66,51,29,38,32,1,5,0,1,3,1,0,0,0,-0.3314,1.12,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.056,1.338,0.292,3.44,0.38,4.82,8.37,6.46,3.68,0.19,0.11,0.08,"Ace Faulkner","P","PBE","OBX","Outer Banks Aviators","1 - 5","Ace Faulkner - P","http://www.pbesim.com/players/player_315.html"
2,2,100,27,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,721,0,182,161,51,88,83,16,4,0,2,21,15,4,0,0,-1.4365,3.04,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,1.266,0.298,3.67,1.03,4.3,8.9,7.88,2.49,0.22,0.07,0.15,"Mookie Banks","P","PBE","OBX","Outer Banks Aviators","16 - 4","Mookie Banks - P","http://www.pbesim.com/players/player_27.html"
2,2,100,315,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,525,0,143,82,42,78,77,12,5,0,5,21,7,0,0,0,-0.7509,0.37,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,1.402,0.286,4.88,1.43,5.32,9.75,5.59,2.86,0.16,0.08,0.08,"Ace Faulkner","P","PBE","OBX","Outer Banks Aviators","12 - 5","Ace Faulkner - P","http://www.pbesim.com/players/player_315.html"
2,2,100,181,2018,246,67,42,262,1001,68,13,2,5,32,26,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.721,0.16,162,0,262,0.272,0.317,47,31,99,0.402,0.719,0.13,0.312,0.16,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"Brock Harris","LF","PBE","OBX","Outer Banks Aviators","0 - 0","Brock Harris - LF","http://www.pbesim.com/players/player_181.html"
2,2,100,151,2024,348,88,81,394,1476,100,19,1,10,44,45,3,37,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5875,1.45,162,0,394,0.253,0.33,58,46,139,0.399,0.729,0.146,0.301,0.21,0.09,0.12,0,0,0,0,0,0,0,0,0,0,0,0,"Kellan Buchanan","3B","PBE","OBX","Outer Banks Aviators","0 - 0","Kellan Buchanan - 3B","http://www.pbesim.com/players/player_151.html"
2,2,100,151,2025,354,87,80,401,1487,100,36,3,6,47,47,2,30,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7575,0.86,162,0,401,0.246,0.316,42,47,147,0.415,0.731,0.169,0.296,0.2,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Kellan Buchanan","3B","PBE","OBX","Outer Banks Aviators","0 - 0","Kellan Buchanan - 3B","http://www.pbesim.com/players/player_151.html"
2,2,100,151,2026,358,80,98,404,1537,100,31,1,14,47,43,2,39,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.285,0.89,162,102,816,0.223,0.314,34,49,155,0.433,0.747,0.21,0.267,0.24,0.1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,"Kellan Buchanan","3B","PBE","OBX","Outer Banks Aviators","0 - 0","Kellan Buchanan - 3B","http://www.pbesim.com/players/player_151.html"
2,2,100,90,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,7,4,1,4,4,2,1,0,0,1,0,0,0,0,0.0138,-0.06,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.375,5.1,2.25,9,15.75,9,2.25,0.19,0.05,0.14,"Asipi Cantor","P","PBE","OBX","Outer Banks Aviators","2 - 1","Asipi Cantor - P","http://www.pbesim.com/players/player_90.html"
2,2,100,10,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,609,0,142,139,46,77,72,12,9,0,5,17,16,1,0,0,-0.3239,2.93,162,102,0,0,0,0,0,0,0,0,0,0,0,0,0,4.025,1.168,0.273,3.6,0.95,4.3,7.94,7.77,2.57,0.23,0.08,0.15,"Ludwig Groetzinger","P","PBE","OBX","Outer Banks Aviators","12 - 9","Ludwig Groetzinger - P","http://www.pbesim.com/players/player_10.html"
2,2,100,213,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,147,0,36,35,16,19,19,0,6,18,2,6,0,0,0,3,-0.1822,-0.04,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.385,1.333,0.278,4.54,1.38,4.38,8.31,8.08,3.69,0.24,0.11,0.13,"Hannu Karpotsev","P","PBE","OBX","Outer Banks Aviators","0 - 6","Hannu Karpotsev - P","http://www.pbesim.com/players/player_213.html"
2,2,100,181,2021,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,-0.02,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brock Harris","LF","PBE","OBX","Outer Banks Aviators","0 - 0","Brock Harris - LF","http://www.pbesim.com/players/player_181.html"
2,2,100,315,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,438,0,128,55,47,78,75,3,13,0,5,15,6,0,0,0,5e-04,-0.1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,1.62,0.303,5.19,1.25,6.5,10.67,4.58,3.92,0.13,0.11,0.02,"Ace Faulkner","P","PBE","OBX","Outer Banks Aviators","3 - 13","Ace Faulkner - P","http://www.pbesim.com/players/player_315.html"
2,2,100,214,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0.005,-0.01,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0.125,3.6,0,0,3,4.5,4.5,0.16,0.16,0,"Mikael Martinez","P","PBE","OBX","Outer Banks Aviators","0 - 0","Mikael Martinez - P","http://www.pbesim.com/players/player_214.html"
2,2,100,214,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,92,0,25,14,11,16,16,0,1,0,1,3,0,0,0,2,0.5286,-0.15,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261,1.565,0.289,5.01,1.17,6.26,9.78,5.48,4.3,0.15,0.12,0.03,"Mikael Martinez","P","PBE","OBX","Outer Banks Aviators","0 - 1","Mikael Martinez - P","http://www.pbesim.com/players/player_214.html"
2,2,100,214,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,125,0,35,24,10,13,11,0,1,0,1,5,0,0,0,4,0.1323,-0.25,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.094,1.406,0.309,4.57,1.41,3.66,9.84,6.75,2.81,0.19,0.08,0.11,"Mikael Martinez","P","PBE","OBX","Outer Banks Aviators","0 - 1","Mikael Martinez - P","http://www.pbesim.com/players/player_214.html"
2,2,100,201,2022,39,12,10,41,183,10,3,0,1,4,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1312,0.25,162,0,41,0.308,0.341,8,6,18,0.462,0.803,0.154,0.393,0.24,0.05,0.19,0,0,0,0,0,0,0,0,0,0,0,0,"Danny McGlover","C","PBE","OBX","Outer Banks Aviators","0 - 0","Danny McGlover - C","http://www.pbesim.com/players/player_201.html"
2,2,100,213,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,217,0,39,83,24,19,19,2,4,15,1,6,0,0,0,0,0.0624,1.18,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,1.05,0.256,2.83,0.9,2.85,5.85,12.45,3.6,0.38,0.11,0.27,"Hannu Karpotsev","P","PBE","OBX","Outer Banks Aviators","2 - 4","Hannu Karpotsev - P","http://www.pbesim.com/players/player_213.html"
2,2,100,306,2026,215,57,55,232,866,59,17,2,7,21,29,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3156,0.87,162,102,633,0.265,0.319,31,32,99,0.46,0.779,0.195,0.327,0.24,0.07,0.17,0,0,0,0,0,0,0,0,0,0,0,0,"Ben Waters","2B","PBE","OBX","Outer Banks Aviators","0 - 0","Ben Waters - 2B","http://www.pbesim.com/players/player_306.html"
2,2,100,316,2023,340,69,70,381,1388,100,10,0,3,27,25,12,29,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,162,0,381,0.203,0.266,56,24,88,0.259,0.525,0.056,0.243,0.18,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"Jimmy  Caliburn ","LF","PBE","OBX","Outer Banks Aviators","0 - 0","Jimmy  Caliburn  - LF","http://www.pbesim.com/players/player_316.html"
2,2,100,213,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,231,0,59,71,30,39,34,3,6,2,1,11,0,0,0,17,0.3269,-0.26,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.368,1.561,0.32,4.7,1.74,6.16,9.32,11.21,4.74,0.31,0.13,0.18,"Hannu Karpotsev","P","PBE","OBX","Outer Banks Aviators","3 - 6","Hannu Karpotsev - P","http://www.pbesim.com/players/player_213.html"
2,2,100,26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,0,11,8,14,10,9,1,1,0,0,3,0,0,0,0,0.029,-0.51,162,102,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,2.5,0.25,9.6,2.7,9,9.9,7.2,12.6,0.19,0.33,-0.14,"Michael  O'Dowd","P","PBE","OBX","Outer Banks Aviators","1 - 1","Michael  O'Dowd - P","http://www.pbesim.com/players/player_26.html"
2,2,100,228,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,363,0,105,85,39,59,57,2,3,0,2,10,3,0,0,0,0.3484,0.7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.764,1.618,0.352,3.97,1.01,5.97,10.62,8.6,3.94,0.23,0.11,0.12,"Buddy McKnight","P","PBE","OBX","Outer Banks Aviators","2 - 3","Buddy McKnight - P","http://www.pbesim.com/players/player_228.html"
2,2,100,168,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,107,0,27,27,20,15,12,4,1,0,0,4,0,0,0,1,-0.0597,-0.23,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857,1.679,0.303,5.17,1.29,4.82,8.68,8.68,6.43,0.25,0.19,0.06,"Kai-Wei Mai","P","PBE","OBX","Outer Banks Aviators","4 - 1","Kai-Wei Mai - P","http://www.pbesim.com/players/player_168.html"
2,2,100,137,2026,373,93,77,423,1604,100,24,2,18,58,60,0,36,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1092,1.51,162,102,854,0.249,0.333,49,59,175,0.469,0.802,0.22,0.264,0.18,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan von Matt","LF","PBE","OBX","Outer Banks Aviators","0 - 0","Jordan von Matt - LF","http://www.pbesim.com/players/player_137.html"
2,2,100,90,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,179,0,45,44,27,29,27,4,7,0,4,5,0,0,0,1,-0.096,0.07,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.062,1.5,0.299,4.31,0.94,5.44,8.44,8.25,5.06,0.25,0.15,0.1,"Asipi Cantor","P","PBE","OBX","Outer Banks Aviators","4 - 7","Asipi Cantor - P","http://www.pbesim.com/players/player_90.html"
2,2,100,214,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,106,0,31,27,8,9,9,2,0,0,1,3,0,0,0,4,0.1006,0.23,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.444,0.364,3.43,1,3,10.33,9,2.67,0.25,0.08,0.17,"Mikael Martinez","P","PBE","OBX","Outer Banks Aviators","2 - 0","Mikael Martinez - P","http://www.pbesim.com/players/player_214.html"
2,2,100,255,2022,388,119,56,444,1828,100,15,5,9,47,56,15,46,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5896,3.79,162,0,444,0.307,0.39,90,67,171,0.441,0.831,0.134,0.337,0.13,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,"Connor MacDonald","2B","PBE","OBX","Outer Banks Aviators","0 - 0","Connor MacDonald - 2B","http://www.pbesim.com/players/player_255.html"
2,2,100,327,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,157,0,42,41,15,24,22,2,1,0,4,7,0,0,0,1,-0.3472,-0.15,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.077,1.462,0.31,4.48,1.62,5.54,9.69,9.46,3.46,0.26,0.1,0.16,"Alyssa Elliot","P","PBE","OBX","Outer Banks Aviators","2 - 1","Alyssa Elliot - P","http://www.pbesim.com/players/player_327.html"
2,2,100,213,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,217,0,61,55,28,39,38,5,7,12,1,9,0,0,0,1,-0.2885,-0.37,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.218,1.618,0.338,4.75,1.47,6.38,9.98,9,4.58,0.25,0.13,0.12,"Hannu Karpotsev","P","PBE","OBX","Outer Banks Aviators","5 - 7","Hannu Karpotsev - P","http://www.pbesim.com/players/player_213.html"
2,2,100,90,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,162,0,39,37,18,10,10,3,4,0,1,5,0,0,0,7,0.1015,0.18,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.093,1.326,0.281,4.15,1.05,2.09,8.16,7.74,3.77,0.23,0.11,0.12,"Asipi Cantor","P","PBE","OBX","Outer Banks Aviators","3 - 4","Asipi Cantor - P","http://www.pbesim.com/players/player_90.html"
2,2,100,206,2022,396,117,52,445,1769,100,18,2,9,64,56,62,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812999999999997,3.88,162,0,445,0.295,0.356,88,60,166,0.419,0.775,0.124,0.32,0.12,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,"Kenny McCormick","SS","PBE","OBX","Outer Banks Aviators","0 - 0","Kenny McCormick - SS","http://www.pbesim.com/players/player_206.html"
2,2,100,181,2017,375,109,52,433,1790,100,21,1,4,53,42,2,48,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0447,1.66,162,0,433,0.291,0.376,83,55,144,0.384,0.76,0.093,0.325,0.12,0.11,0.01,0,0,0,0,0,0,0,0,0,0,0,0,"Brock Harris","LF","PBE","OBX","Outer Banks Aviators","0 - 0","Brock Harris - LF","http://www.pbesim.com/players/player_181.html"
2,2,100,168,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,111,0,27,24,11,12,11,3,3,0,2,2,0,0,0,4,0.0503,0.03,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.414,1.31,0.287,3.48,0.62,3.72,8.38,7.45,3.41,0.22,0.1,0.12,"Kai-Wei Mai","P","PBE","OBX","Outer Banks Aviators","3 - 3","Kai-Wei Mai - P","http://www.pbesim.com/players/player_168.html"
2,2,100,27,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,280,0,83,67,23,49,45,4,6,0,3,15,5,0,0,0,-0.515,0.08,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.786,1.514,0.338,4.96,1.93,6.3,10.67,8.61,2.96,0.24,0.08,0.16,"Mookie Banks","P","PBE","OBX","Outer Banks Aviators","4 - 6","Mookie Banks - P","http://www.pbesim.com/players/player_27.html"
2,2,100,168,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,131,0,36,37,15,23,23,2,2,0,2,3,0,0,0,1,0.0077,0.31,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.273,1.545,0.355,3.4,0.82,6.27,9.82,10.09,4.09,0.28,0.11,0.17,"Kai-Wei Mai","P","PBE","OBX","Outer Banks Aviators","2 - 2","Kai-Wei Mai - P","http://www.pbesim.com/players/player_168.html"
3,3,100,39,2021,362,96,69,385,1355,100,32,4,5,45,51,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2828,1.03,162,0,385,0.265,0.309,55,47,151,0.417,0.726,0.152,0.316,0.18,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Michael Rapinski","3B","PBE","PRO","Providence Crabs","0 - 0","Michael Rapinski - 3B","http://www.pbesim.com/players/player_39.html"
3,3,100,22,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,622,0,137,136,45,68,59,11,7,0,5,19,15,5,2,0,0.4233,2.59,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.161,1.083,0.25,3.75,1.02,3.64,7.34,7.29,2.41,0.22,0.07,0.15,"Tyler Oles","P","PBE","PRO","Providence Crabs","11 - 7","Tyler Oles - P","http://www.pbesim.com/players/player_22.html"
3,3,100,200,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,702,0,158,199,23,53,48,16,4,0,2,17,17,5,0,0,-0.635,5.96,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.361,0.989,0.289,2.51,0.84,2.61,7.77,9.79,1.13,0.28,0.03,0.25,"Esteban Rodriguez","P","PBE","PRO","Providence Crabs","16 - 4","Esteban Rodriguez - P","http://www.pbesim.com/players/player_200.html"
3,3,100,201,2024,25,6,4,27,97,19,1,0,0,2,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.0113,-0.09,162,0,27,0.24,0.296,5,2,7,0.28,0.576,0.04,0.286,0.15,0,0.15,0,Inf,0,Inf,0,0,0,0,Inf,0,2,-2,"Danny McGlover","C","PBE","PRO","Providence Crabs","0 - 0","Danny McGlover - C","http://www.pbesim.com/players/player_201.html"
3,3,100,201,2025,120,20,42,128,474,36,5,1,1,7,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434,-1.04,162,0,128,0.167,0.225,13,7,30,0.25,0.475,0.083,0.247,0.33,0.06,0.27,0,0,0,0,0,0,0,0,0,0,0,0,"Danny McGlover","C","PBE","PRO","Providence Crabs","0 - 0","Danny McGlover - C","http://www.pbesim.com/players/player_201.html"
3,3,100,266,2017,326,74,57,350,1163,100,11,0,0,36,31,6,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9033,0.08,162,0,350,0.227,0.277,63,24,85,0.261,0.538,0.034,0.274,0.16,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"Matthew Valentine","CF","PBE","PRO","Providence Crabs","0 - 0","Matthew Valentine - CF","http://www.pbesim.com/players/player_266.html"
3,3,100,167,2017,181,53,34,199,757,67,12,0,6,25,30,0,15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6371,1.1,162,0,199,0.293,0.355,35,30,83,0.459,0.814,0.166,0.331,0.17,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,"Mew Ford","SS","PBE","PRO","Providence Crabs","0 - 0","Mew Ford - SS","http://www.pbesim.com/players/player_167.html"
3,3,100,203,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,661,0,159,136,33,71,68,12,7,0,1,20,15,4,1,0,-0.8428,2.92,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.579,1.123,0.275,3.61,1.05,3.74,8.37,7.16,1.74,0.21,0.05,0.16,"Randy Koufax","P","PBE","PRO","Providence Crabs","12 - 7","Randy Koufax - P","http://www.pbesim.com/players/player_203.html"
3,3,100,66,2019,359,85,62,395,1496,100,10,0,2,41,33,0,27,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.442,-0.36,162,0,395,0.237,0.304,73,31,101,0.281,0.585,0.044,0.28,0.16,0.07,0.09,0,0,0,0,0,0,0,0,0,0,0,0,"Keeks Marone","LF","PBE","PRO","Providence Crabs","0 - 0","Keeks Marone - LF","http://www.pbesim.com/players/player_66.html"
3,3,100,56,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,255,0,53,88,32,34,34,1,2,3,2,12,0,0,0,17,-0.3862,0.38,162,102,0,0,0,0,0,0,0,0,0,0,0,0,0,4.435,1.232,0.261,4.2,1.57,4.43,6.91,11.48,4.17,0.35,0.13,0.22,"Pete Rose","P","PBE","PRO","Providence Crabs","1 - 2","Pete Rose - P","http://www.pbesim.com/players/player_56.html"
3,3,100,57,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,416,0,102,96,33,38,34,8,6,11,2,6,0,0,0,3,0.1515,0.93,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.757,1.216,0.304,2.96,0.49,3.08,8.27,7.78,2.68,0.23,0.08,0.15,"Alvin Enax","P","PBE","PRO","Providence Crabs","8 - 6","Alvin Enax - P","http://www.pbesim.com/players/player_57.html"
3,3,100,266,2020,359,82,99,396,1493,100,22,1,4,37,37,0,28,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8979,1,162,0,396,0.228,0.296,55,35,118,0.329,0.625,0.101,0.301,0.25,0.07,0.18,0,0,0,0,0,0,0,0,0,0,0,0,"Matthew Valentine","CF","PBE","PRO","Providence Crabs","0 - 0","Matthew Valentine - CF","http://www.pbesim.com/players/player_266.html"
3,3,100,244,2023,425,110,68,466,1737,101,32,3,12,65,40,10,37,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,162,0,466,0.259,0.32,63,59,184,0.433,0.753,0.174,0.282,0.15,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,"Johnny Runakiwi","SS","PBE","PRO","Providence Crabs","0 - 0","Johnny Runakiwi - SS","http://www.pbesim.com/players/player_244.html"
3,3,100,118,2021,2,0,2,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,162,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Billy Bates","2B","PBE","PRO","Providence Crabs","0 - 0","Billy Bates - 2B","http://www.pbesim.com/players/player_118.html"
3,3,100,69,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,513,0,134,93,44,68,61,8,8,0,3,15,8,0,0,0,-0.125,1.58,162,102,0,0,0,0,0,0,0,0,0,0,0,0,0,4.191,1.359,0.292,4.18,1.03,4.67,9.21,6.39,3.02,0.18,0.09,0.09,"Lucas North","P","PBE","PRO","Providence Crabs","8 - 8","Lucas North - P","http://www.pbesim.com/players/player_69.html"
