"team_id","league_id","game_id","date","time","innings","runs","hits","team_abbr","team_name","home/away","win","loss","division","league_abbr","ttl_wins","ttl_losses","below.500","winloss","RA","ttl_ra","ttl_runs","ttl_hits","ttl_rs_sq","ttl_ra_sq","gp","wp","pythag_win","pythag_loss","pythag_record","Primary Color","Division Standing","League Standing","season"
1,100,61,2029-06-01,1905,9,5,9,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",7,5,2,"7 - 5",7,53,60,95,3600,2809,12,0.561710095178655,7,5,"7 - 5","#0E1540",2,3,"2029"
1,100,66,2029-06-02,1905,9,8,9,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",8,5,3,"8 - 5",3,56,68,104,4624,3136,13,0.595876288659794,8,5,"8 - 5","#0E1540",2,3,"2029"
1,100,71,2029-06-03,1905,9,11,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",9,5,4,"9 - 5",1,57,79,116,6241,3249,14,0.657639620653319,9,5,"9 - 5","#0E1540",2,3,"2029"
1,100,76,2029-06-04,1905,9,8,10,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",10,5,5,"10 - 5",4,61,87,126,7569,3721,15,0.670416297608503,10,5,"10 - 5","#0E1540",2,3,"2029"
1,100,79,2029-06-06,1905,9,3,10,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",10,6,4,"10 - 6",8,69,90,136,8100,4761,16,0.629811056682995,10,6,"10 - 6","#0E1540",2,3,"2029"
1,100,83,2029-06-07,1905,9,8,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",11,6,5,"11 - 6",0,69,98,148,9604,4761,17,0.668569439610164,11,6,"11 - 6","#0E1540",2,3,"2029"
1,100,88,2029-06-08,1905,9,6,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",12,6,6,"12 - 6",0,69,104,160,10816,4761,18,0.694357064903383,12,6,"12 - 6","#0E1540",2,3,"2029"
1,100,93,2029-06-09,1905,9,9,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",13,6,7,"13 - 6",6,75,113,173,12769,5625,19,0.694193758834402,13,6,"13 - 6","#0E1540",2,3,"2029"
1,100,99,2029-06-11,1905,11,3,9,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",14,6,8,"14 - 6",1,76,116,182,13456,5776,20,0.699667221297837,14,6,"14 - 6","#0E1540",2,3,"2029"
1,100,104,2029-06-12,1905,9,4,6,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",15,6,9,"15 - 6",2,78,120,188,14400,6084,21,0.70298769771529,15,6,"15 - 6","#0E1540",2,3,"2029"
1,100,109,2029-06-13,1905,9,5,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",16,6,10,"16 - 6",3,81,125,195,15625,6561,22,0.704272964932841,15,7,"15 - 7","#0E1540",2,3,"2029"
1,100,113,2029-06-14,1905,9,4,6,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",16,7,9,"16 - 7",6,87,129,201,16641,7569,23,0.687360594795539,16,7,"16 - 7","#0E1540",2,3,"2029"
1,100,116,2029-06-16,1905,9,2,5,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",16,8,8,"16 - 8",7,94,131,206,17161,8836,24,0.660114628610994,16,8,"16 - 8","#0E1540",2,3,"2029"
1,100,120,2029-06-17,1905,9,9,17,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",17,8,9,"17 - 8",1,95,140,223,19600,9025,25,0.68471615720524,17,8,"17 - 8","#0E1540",2,3,"2029"
1,100,125,2029-06-18,1905,9,4,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",18,8,10,"18 - 8",2,97,144,230,20736,9409,26,0.687875269530602,18,8,"18 - 8","#0E1540",2,3,"2029"
1,100,130,2029-06-19,1905,9,4,6,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",18,9,9,"18 - 9",10,107,148,236,21904,11449,27,0.656732527808593,18,9,"18 - 9","#0E1540",2,3,"2029"
1,100,136,2029-06-22,1905,9,3,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",18,10,8,"18 - 10",9,116,151,242,22801,13456,28,0.628871666161017,18,10,"18 - 10","#0E1540",2,3,"2029"
1,100,141,2029-06-23,1905,9,2,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",18,11,7,"18 - 11",5,121,153,248,23409,14641,29,0.615216819973719,18,11,"18 - 11","#0E1540",2,3,"2029"
1,100,146,2029-06-24,1905,9,2,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",18,12,6,"18 - 12",5,126,155,254,24025,15876,30,0.602115235207138,18,12,"18 - 12","#0E1540",2,3,"2029"
1,100,151,2029-06-25,1905,9,4,7,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",18,13,5,"18 - 13",7,133,159,261,25281,17689,31,0.588340702815918,18,13,"18 - 13","#0E1540",2,3,"2029"
1,100,160,2029-06-28,1905,9,4,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",18,14,4,"18 - 14",9,142,163,267,26569,20164,32,0.56852759292149,18,14,"18 - 14","#0E1540",2,3,"2029"
1,100,165,2029-06-29,1905,9,10,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",19,14,5,"19 - 14",3,145,173,278,29929,21025,33,0.587372924598658,19,14,"19 - 14","#0E1540",2,3,"2029"
1,100,170,2029-06-30,1905,9,6,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",20,14,6,"20 - 14",1,146,179,289,32041,21316,34,0.60050227711453,20,14,"20 - 14","#0E1540",2,3,"2029"
1,100,176,2029-07-03,1905,9,6,10,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",21,14,7,"21 - 14",2,148,185,299,34225,21904,35,0.609756097560976,21,14,"21 - 14","#0E1540",2,3,"2029"
1,100,181,2029-07-04,1905,9,10,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",22,14,8,"22 - 14",3,151,195,312,38025,22801,36,0.625143852957617,23,13,"23 - 13","#0E1540",2,3,"2029"
1,100,186,2029-07-05,1905,13,9,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",23,14,9,"23 - 14",5,156,204,325,41616,24336,37,0.631004366812227,23,14,"23 - 14","#0E1540",2,3,"2029"
1,100,191,2029-07-06,1905,9,7,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",24,14,10,"24 - 14",1,157,211,336,44521,24649,38,0.643646089345092,24,14,"24 - 14","#0E1540",2,3,"2029"
1,100,195,2029-07-09,1905,9,2,8,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",24,15,9,"24 - 15",3,160,213,344,45369,25600,39,0.639279121870112,25,14,"25 - 14","#0E1540",2,3,"2029"
1,100,200,2029-07-10,1905,9,5,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",25,15,10,"25 - 15",3,163,218,352,47524,26569,40,0.641410119714413,26,14,"26 - 14","#0E1540",2,3,"2029"
1,100,205,2029-07-11,1905,9,21,21,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",26,15,11,"26 - 15",4,167,239,373,57121,27889,41,0.671932713798377,28,13,"28 - 13","#0E1540",2,3,"2029"
1,100,210,2029-07-12,1905,9,7,14,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",27,15,12,"27 - 15",1,168,246,387,60516,28224,42,0.681947261663286,29,13,"29 - 13","#0E1540",2,3,"2029"
1,100,217,2029-07-15,1905,9,1,4,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",27,16,11,"27 - 16",8,176,247,391,61009,30976,43,0.663249442843942,29,14,"29 - 14","#0E1540",2,3,"2029"
1,100,222,2029-07-16,1905,9,3,7,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",27,17,10,"27 - 17",13,189,250,398,62500,35721,44,0.636320135205302,28,16,"28 - 16","#0E1540",2,3,"2029"
1,100,227,2029-07-17,1905,9,8,15,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",28,17,11,"28 - 17",7,196,258,413,66564,38416,45,0.634063631167841,29,16,"29 - 16","#0E1540",2,3,"2029"
1,100,232,2029-07-18,1905,9,1,5,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",28,18,10,"28 - 18",7,203,259,418,67081,41209,46,0.619457013574661,28,18,"28 - 18","#0E1540",2,3,"2029"
1,100,235,2029-07-21,1905,9,1,10,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",28,19,9,"28 - 19",10,213,260,428,67600,45369,47,0.598394249749931,28,19,"28 - 19","#0E1540",2,3,"2029"
1,100,240,2029-07-22,1905,9,3,4,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",28,20,8,"28 - 20",4,217,263,432,69169,47089,48,0.594961206970703,29,19,"29 - 19","#0E1540",2,3,"2029"
1,100,245,2029-07-23,1905,9,2,5,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",29,20,9,"29 - 20",0,217,265,437,70225,47089,49,0.598607156861074,29,20,"29 - 20","#0E1540",2,3,"2029"
1,100,250,2029-07-24,1905,9,18,20,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",30,20,10,"30 - 20",1,218,283,457,80089,47524,50,0.627592800106572,31,19,"31 - 19","#0E1540",2,3,"2029"
1,100,255,2029-08-12,1905,10,2,10,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",30,21,9,"30 - 21",4,222,285,467,81225,49284,51,0.622370870974416,32,19,"32 - 19","#0E1540",2,3,"2029"
1,100,260,2029-08-13,1905,9,7,12,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",31,21,10,"31 - 21",3,225,292,479,85264,50625,52,0.62745328908153,33,19,"33 - 19","#0E1540",2,3,"2029"
1,100,265,2029-08-14,1905,11,3,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",32,21,11,"32 - 21",2,227,295,487,87025,51529,53,0.628094461365244,33,20,"33 - 20","#0E1540",2,3,"2029"
1,100,270,2029-08-15,1905,9,7,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",33,21,12,"33 - 21",2,229,302,498,91204,52441,54,0.634926381008737,34,20,"34 - 20","#0E1540",2,3,"2029"
1,100,273,2029-08-17,1905,9,6,10,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",33,22,11,"33 - 22",8,237,308,508,94864,56169,55,0.628101143458714,35,20,"35 - 20","#0E1540",2,3,"2029"
1,100,277,2029-08-18,1905,9,7,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",34,22,12,"34 - 22",5,242,315,516,99225,58564,56,0.628846117283207,35,21,"35 - 21","#0E1540",2,3,"2029"
1,100,282,2029-08-19,1905,9,11,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",35,22,13,"35 - 22",0,242,326,527,106276,58564,57,0.644722154816792,37,20,"37 - 20","#0E1540",2,3,"2029"
1,100,287,2029-08-20,1905,9,2,6,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",36,22,14,"36 - 22",1,243,328,533,107584,59049,58,0.645634418152467,37,21,"37 - 21","#0E1540",2,3,"2029"
1,100,292,2029-08-22,1905,9,4,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",37,22,15,"37 - 22",3,246,332,541,110224,60516,59,0.645566358205459,38,21,"38 - 21","#0E1540",2,3,"2029"
1,100,296,2029-08-23,1905,9,10,14,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",38,22,16,"38 - 22",9,255,342,555,116964,65025,60,0.642698185055141,39,21,"39 - 21","#0E1540",2,3,"2029"
1,100,301,2029-08-24,1905,9,0,3,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",38,23,15,"38 - 23",1,256,342,558,116964,65536,61,0.640898630136986,39,22,"39 - 22","#0E1540",2,3,"2029"
1,100,636,2029-08-27,1905,9,6,8,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",39,23,16,"39 - 23",5,261,348,566,121104,68121,62,0.64,40,22,"40 - 22","#0E1540",2,3,"2029"
1,100,641,2029-08-28,1905,9,3,3,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",39,24,15,"39 - 24",5,266,351,569,123201,70756,63,0.635197492227659,40,23,"40 - 23","#0E1540",2,3,"2029"
1,100,646,2029-08-29,1905,9,3,9,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",40,24,16,"40 - 24",1,267,354,578,125316,71289,64,0.637399862668803,41,23,"41 - 23","#0E1540",2,3,"2029"
1,100,651,2029-08-30,1905,9,7,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",41,24,17,"41 - 24",0,267,361,589,130321,71289,65,0.646401468181142,42,23,"42 - 23","#0E1540",2,3,"2029"
1,100,655,2029-09-02,1905,9,5,5,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",41,25,16,"41 - 25",10,277,366,594,133956,76729,66,0.635811756888246,42,24,"42 - 24","#0E1540",2,3,"2029"
1,100,660,2029-09-03,1905,9,2,3,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",41,26,15,"41 - 26",17,294,368,597,135424,86436,67,0.610402956819616,41,26,"41 - 26","#0E1540",2,3,"2029"
1,100,665,2029-09-04,1905,9,6,7,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",41,27,14,"41 - 27",8,302,374,604,139876,91204,68,0.60531417690843,41,27,"41 - 27","#0E1540",2,3,"2029"
1,100,670,2029-09-05,1905,9,2,4,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",41,28,13,"41 - 28",5,307,376,608,141376,94249,69,0.60000424403183,41,28,"41 - 28","#0E1540",2,3,"2029"
1,100,675,2029-09-08,1905,9,3,10,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",41,29,12,"41 - 29",5,312,379,618,143641,97344,70,0.59605784592402,42,28,"42 - 28","#0E1540",2,3,"2029"
1,100,680,2029-09-09,1905,9,5,12,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",41,30,11,"41 - 30",6,318,384,630,147456,101124,71,0.593193338160753,42,29,"42 - 29","#0E1540",2,3,"2029"
1,100,685,2029-09-10,1905,9,5,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",41,31,10,"41 - 31",20,338,389,636,151321,114244,72,0.569807768342967,41,31,"41 - 31","#0E1540",2,3,"2029"
1,100,690,2029-09-11,1905,9,12,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",42,31,11,"42 - 31",9,347,401,648,160801,120409,73,0.571818214146012,42,31,"42 - 31","#0E1540",2,3,"2029"
1,100,697,2029-09-14,1905,9,5,8,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",42,32,10,"42 - 32",17,364,406,656,164836,132496,74,0.554383651944628,41,33,"41 - 33","#0E1540",2,3,"2029"
1,100,702,2029-09-15,1905,9,3,5,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",42,33,9,"42 - 33",6,370,409,661,167281,136900,75,0.54993901657237,41,34,"41 - 34","#0E1540",2,3,"2029"
1,100,707,2029-09-16,1905,9,5,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",43,33,10,"43 - 33",2,372,414,668,171396,138384,76,0.553282975014526,42,34,"42 - 34","#0E1540",2,3,"2029"
1,100,712,2029-09-17,1905,9,7,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",44,33,11,"44 - 33",3,375,421,675,177241,140625,77,0.5575965973083,43,34,"43 - 34","#0E1540",2,3,"2029"
1,100,714,2029-09-20,1905,9,0,2,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",44,34,10,"44 - 34",8,383,421,677,177241,146689,78,0.547158336677677,43,35,"43 - 35","#0E1540",2,3,"2029"
1,100,719,2029-09-21,1905,9,9,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",45,34,11,"45 - 34",2,385,430,688,184900,148225,79,0.555046904315197,44,35,"44 - 35","#0E1540",2,3,"2029"
1,100,724,2029-09-22,1905,9,5,9,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",45,35,10,"45 - 35",6,391,435,697,189225,152881,80,0.553118039438069,44,36,"44 - 36","#0E1540",2,3,"2029"
1,100,730,2029-09-23,1905,10,9,11,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",45,36,9,"45 - 36",11,402,444,708,197136,161604,81,0.549523331660813,45,36,"45 - 36","#0E1540",2,3,"2029"
1,100,738,2029-09-25,1905,9,13,14,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",46,36,10,"46 - 36",1,403,457,722,208849,162409,82,0.562544106793658,46,36,"46 - 36","#0E1540",2,3,"2029"
1,100,743,2029-09-26,1905,9,4,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",47,36,11,"47 - 36",2,405,461,730,212521,164025,83,0.564395850706155,47,36,"47 - 36","#0E1540",2,3,"2029"
1,100,748,2029-09-27,1905,9,5,6,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",48,36,12,"48 - 36",3,408,466,736,217156,166464,84,0.566070590688702,48,36,"48 - 36","#0E1540",2,3,"2029"
1,100,752,2029-09-28,1905,9,2,5,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",48,37,11,"48 - 37",6,414,468,741,219024,171396,85,0.560995850622407,48,37,"48 - 37","#0E1540",2,3,"2029"
1,100,755,2029-09-30,1905,9,0,3,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",48,38,10,"48 - 38",4,418,468,744,219024,174724,86,0.556254253989862,48,38,"48 - 38","#0E1540",2,3,"2029"
1,100,760,2029-10-01,1905,9,10,14,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",49,38,11,"49 - 38",1,419,478,758,228484,175561,87,0.565491467534557,49,38,"49 - 38","#0E1540",2,3,"2029"
1,100,765,2029-10-02,1905,11,9,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",50,38,12,"50 - 38",8,427,487,771,237169,182329,88,0.565363839636899,50,38,"50 - 38","#0E1540",2,3,"2029"
1,100,770,2029-10-03,1905,9,13,17,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",51,38,13,"51 - 38",5,432,500,788,250000,186624,89,0.572575030231962,51,38,"51 - 38","#0E1540",2,3,"2029"
1,100,773,2029-10-05,1905,9,8,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",52,38,14,"52 - 38",3,435,508,801,258064,189225,90,0.576951367013273,52,38,"52 - 38","#0E1540",2,3,"2029"
1,100,777,2029-10-06,1905,9,6,14,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",52,39,13,"52 - 39",14,449,514,815,264196,201601,91,0.567191287191631,52,39,"52 - 39","#0E1540",2,3,"2029"
1,100,782,2029-10-07,1905,9,0,5,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",52,40,12,"52 - 40",3,452,514,820,264196,204304,92,0.563918890074707,52,40,"52 - 40","#0E1540",2,3,"2029"
1,100,787,2029-10-08,1905,9,7,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",53,40,13,"53 - 40",5,457,521,833,271441,208849,93,0.565160632118095,53,40,"53 - 40","#0E1540",2,3,"2029"
1,100,792,2029-10-10,1905,11,4,11,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",53,41,12,"53 - 41",5,462,525,844,275625,213444,94,0.563570784490532,53,41,"53 - 41","#0E1540",2,3,"2029"
1,100,796,2029-10-11,1905,9,4,10,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",53,42,11,"53 - 42",6,468,529,854,279841,219024,95,0.560955368686919,53,42,"53 - 42","#0E1540",2,3,"2029"
1,100,801,2029-10-12,1905,9,7,5,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",54,42,12,"54 - 42",3,471,536,859,287296,221841,96,0.564280341047694,54,42,"54 - 42","#0E1540",2,3,"2029"
1,100,806,2029-10-13,1905,9,3,8,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",55,42,13,"55 - 42",1,472,539,867,290521,222784,97,0.565981239224243,55,42,"55 - 42","#0E1540",2,3,"2029"
1,100,815,2029-10-16,1905,9,8,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",56,42,14,"56 - 42",4,476,547,878,299209,226576,98,0.569071008111681,56,42,"56 - 42","#0E1540",2,3,"2029"
1,100,820,2029-10-17,1905,9,10,13,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",57,42,15,"57 - 42",3,479,557,891,310249,229441,99,0.574865200392818,57,42,"57 - 42","#0E1540",2,3,"2029"
1,100,825,2029-10-18,1905,9,10,13,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",58,42,16,"58 - 42",4,483,567,904,321489,233289,100,0.579491255961844,58,42,"58 - 42","#0E1540",2,3,"2029"
2,100,2,2029-05-15,1905,9,3,7,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",0,1,-1,"0 - 1",5,5,3,7,9,25,1,0.264705882352941,0,1,"0 - 1","#FF6700",3,5,"2029"
2,100,7,2029-05-16,1905,11,4,9,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",0,2,-2,"0 - 2",5,10,7,16,49,100,2,0.328859060402685,1,1,"1 - 1","#FF6700",3,5,"2029"
2,100,12,2029-05-17,1905,9,4,11,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",0,3,-3,"0 - 3",5,15,11,27,121,225,3,0.34971098265896,1,2,"1 - 2","#FF6700",3,5,"2029"
2,100,17,2029-05-18,1905,9,7,10,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",1,3,-2,"1 - 3",4,19,18,37,324,361,4,0.472992700729927,2,2,"2 - 2","#FF6700",3,5,"2029"
2,100,23,2029-05-21,1905,9,6,8,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",2,3,-1,"2 - 3",4,23,24,45,576,529,5,0.521266968325792,3,2,"3 - 2","#FF6700",3,5,"2029"
2,100,28,2029-05-22,1905,9,3,6,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",2,4,-2,"2 - 4",5,28,27,51,729,784,6,0.481824190350297,3,3,"3 - 3","#FF6700",3,5,"2029"
2,100,33,2029-05-23,1905,9,7,12,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",3,4,-1,"3 - 4",6,34,34,63,1156,1156,7,0.5,4,3,"4 - 3","#FF6700",3,5,"2029"
2,100,37,2029-05-24,1905,11,2,8,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",3,5,-2,"3 - 5",3,37,36,71,1296,1369,8,0.486303939962477,4,4,"4 - 4","#FF6700",3,5,"2029"
2,100,41,2029-05-26,1905,9,5,10,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",4,5,-1,"4 - 5",0,37,41,81,1681,1369,9,0.551147540983607,5,4,"5 - 4","#FF6700",3,5,"2029"
2,100,45,2029-05-27,1905,9,10,14,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",5,5,0,"5 - 5",5,42,51,95,2601,1764,10,0.595876288659794,6,4,"6 - 4","#FF6700",3,5,"2029"
2,100,50,2029-05-28,1905,9,7,11,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",6,5,1,"6 - 5",3,45,58,106,3364,2025,11,0.62423455186491,7,4,"7 - 4","#FF6700",3,5,"2029"
2,100,55,2029-05-29,1905,9,4,9,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",7,5,2,"7 - 5",1,46,62,115,3844,2116,12,0.64496644295302,8,4,"8 - 4","#FF6700",3,5,"2029"
2,100,59,2029-06-01,1905,9,2,7,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",7,6,1,"7 - 6",3,49,64,122,4096,2401,13,0.630444820686471,8,5,"8 - 5","#FF6700",3,5,"2029"
2,100,64,2029-06-02,1905,9,8,7,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",8,6,2,"8 - 6",4,53,72,129,5184,2809,14,0.64856749655949,9,5,"9 - 5","#FF6700",3,5,"2029"
2,100,69,2029-06-03,1905,9,5,10,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",8,7,1,"8 - 7",12,65,77,139,5929,4225,15,0.583907819578491,9,6,"9 - 6","#FF6700",3,5,"2029"
2,100,74,2029-06-04,1905,9,4,10,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",8,8,0,"8 - 8",13,78,81,149,6561,6084,16,0.518861209964413,8,8,"8 - 8","#FF6700",3,5,"2029"
2,100,80,2029-06-06,1905,9,4,9,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",9,8,1,"9 - 8",1,79,85,158,7225,6241,17,0.536536462201099,9,8,"9 - 8","#FF6700",3,5,"2029"
