"league_id","team_id","game_id","date","time","innings","runs","hits","team_abbr","team_name","home/away","win","loss","division","league_abbr"
101,17,310,"2027-5-21",1905,10,4,9,"KGN","Kingston Mounties","home",0,1,"East Division","MiPBE"
101,17,312,"2027-5-22",1905,9,3,9,"KGN","Kingston Mounties","home",0,1,"East Division","MiPBE"
101,17,314,"2027-5-23",1905,9,5,9,"KGN","Kingston Mounties","home",1,0,"East Division","MiPBE"
101,17,316,"2027-5-24",1905,9,4,4,"KGN","Kingston Mounties","home",1,0,"East Division","MiPBE"
101,17,319,"2027-5-27",1905,9,4,10,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,17,321,"2027-5-28",1905,9,3,6,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,17,322,"2027-5-29",1905,9,3,10,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,17,323,"2027-5-31",1905,9,4,9,"KGN","Kingston Mounties","home",1,0,"East Division","MiPBE"
101,17,325,"2027-6-1",1905,9,5,11,"KGN","Kingston Mounties","home",1,0,"East Division","MiPBE"
101,17,327,"2027-6-2",1905,9,5,15,"KGN","Kingston Mounties","home",0,1,"East Division","MiPBE"
101,17,329,"2027-6-3",1905,9,5,8,"KGN","Kingston Mounties","home",0,1,"East Division","MiPBE"
101,17,330,"2027-6-5",1905,9,1,4,"KGN","Kingston Mounties","home",0,1,"East Division","MiPBE"
101,17,332,"2027-6-6",1905,9,6,10,"KGN","Kingston Mounties","home",1,0,"East Division","MiPBE"
101,17,334,"2027-6-7",1905,9,5,13,"KGN","Kingston Mounties","home",0,1,"East Division","MiPBE"
101,17,336,"2027-6-8",1905,9,1,5,"KGN","Kingston Mounties","home",0,1,"East Division","MiPBE"
101,17,339,"2027-6-11",1905,9,3,9,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,17,341,"2027-6-12",1905,9,5,12,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,17,343,"2027-6-13",1905,11,5,14,"KGN","Kingston Mounties","away",1,0,"East Division","MiPBE"
101,17,345,"2027-6-16",1905,9,0,6,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,17,347,"2027-6-17",1905,9,2,11,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,17,349,"2027-6-18",1905,9,6,14,"KGN","Kingston Mounties","away",0,1,"East Division","MiPBE"
101,18,302,"2027-5-16",1905,9,1,4,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,304,"2027-5-17",1905,9,6,10,"SCSS","State College Swift Steeds ","away",1,0,"East Division","MiPBE"
101,18,306,"2027-5-18",1905,9,4,13,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,308,"2027-5-19",1905,9,4,12,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,310,"2027-5-21",1905,10,5,14,"SCSS","State College Swift Steeds ","away",1,0,"East Division","MiPBE"
101,18,312,"2027-5-22",1905,9,8,11,"SCSS","State College Swift Steeds ","away",1,0,"East Division","MiPBE"
101,18,314,"2027-5-23",1905,9,0,9,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,316,"2027-5-24",1905,9,3,8,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,317,"2027-5-26",1905,9,3,7,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
101,18,318,"2027-5-27",1905,12,9,16,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
101,18,320,"2027-5-28",1905,9,3,10,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
101,18,324,"2027-5-31",1905,10,3,11,"SCSS","State College Swift Steeds ","away",1,0,"East Division","MiPBE"
101,18,326,"2027-6-1",1905,11,3,9,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,328,"2027-6-2",1905,9,1,5,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,330,"2027-6-5",1905,9,3,10,"SCSS","State College Swift Steeds ","away",1,0,"East Division","MiPBE"
101,18,332,"2027-6-6",1905,9,4,7,"SCSS","State College Swift Steeds ","away",0,1,"East Division","MiPBE"
101,18,334,"2027-6-7",1905,9,10,18,"SCSS","State College Swift Steeds ","away",1,0,"East Division","MiPBE"
101,18,336,"2027-6-8",1905,9,8,11,"SCSS","State College Swift Steeds ","away",1,0,"East Division","MiPBE"
101,18,338,"2027-6-10",1905,9,4,10,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
101,18,340,"2027-6-11",1905,9,0,6,"SCSS","State College Swift Steeds ","home",0,1,"East Division","MiPBE"
101,18,342,"2027-6-12",1905,9,10,15,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
101,18,345,"2027-6-16",1905,9,7,13,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
101,18,347,"2027-6-17",1905,9,12,15,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
101,18,349,"2027-6-18",1905,9,7,8,"SCSS","State College Swift Steeds ","home",1,0,"East Division","MiPBE"
