"league_id","player_id","ab","h","SO","pa","pitches_seen","g","Dbl","Trp","hr","r","rbi","sb","bb","ibb","sf","hp","ip","p_ab","p_tb","ha","k","walks","p_r","er","w","l","s","p_sf","hra","qs","cg","sho","hld","zr","war","avg","obp","sin","rc","tb","slg","ops","iso","b_babip","bat_k_pcnt","bat_bb_pcnt","bat_k_bb_pcnt","era","whip","p_babip","fip","HR_per_9","R_per_9","H_per_9","K_per_9","BB_per_9","pit_k_pcnt","pit_bb_pcnt","pit_k_bb_pcnt","full_name","position_name","league_abbr","winloss","name_pos","url","pitch_hit"
100,55,619,133,153,678,2582,191,21,1,5,50,50,2,46,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8374,-1.25,0.215,0.272,106,47,171,0.276,0.548,0.061,0.276,0.23,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0,0,"Eric Bilitnikov","C","PBE","0 - 0","Eric Bilitnikov - C","http://www.pbesim.com/players/player_55.html","Hitter"
100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,2268,0,575,410,219,295,286,40,28,0,13,79,47,4,1,0,-2.4729,4.06,0,0,0,0,0,0,0,0,0,0,0,0,4.37,1.348,0.277,4.57,1.21,4.51,8.79,6.26,3.35,0.18,0.1,0.08,"Anderson Pooper","P","PBE","40 - 28","Anderson Pooper - P","http://www.pbesim.com/players/player_16.html","Pitcher"
100,47,3,1,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0.02,0.333,0.333,1,0,1,0.333,0.666,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Logan Cox","C","PBE","0 - 0","Logan Cox - C","http://www.pbesim.com/players/player_47.html","Hitter"
100,122,2733,723,568,3019,11639,700,113,13,74,336,280,3,256,9,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7132,13.48,0.265,0.33,523,359,1084,0.397,0.727,0.132,0.308,0.19,0.08,0.11,0,0,0,0,0,0,0,0,0,0,0,0,"Clem Johnson","SS","PBE","0 - 0","Clem Johnson - SS","http://www.pbesim.com/players/player_122.html","Hitter"
100,29,2591,708,454,2819,10050,648,171,9,65,340,319,0,173,9,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0401,11.29,0.273,0.328,463,360,1092,0.421,0.749,0.148,0.308,0.16,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"Weldon Borthwell","3B","PBE","0 - 0","Weldon Borthwell - 3B","http://www.pbesim.com/players/player_29.html","Hitter"
100,25,226,50,52,247,841,70,16,1,6,39,33,0,19,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1091,-0.25,0.221,0.283,27,24,86,0.381,0.664,0.16,0.26,0.21,0.08,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Richard Physt","LF","PBE","0 - 0","Richard Physt - LF","http://www.pbesim.com/players/player_25.html","Hitter"
100,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,3671,0,880,950,304,431,402,67,30,13,20,119,71,0,0,7,-2.3508,13.62,0,0,0,0,0,0,0,0,0,0,0,0,3.73,1.221,0.29,3.68,1.1,4,8.16,8.81,2.82,0.26,0.08,0.18,"Matthew Auston","P","PBE","67 - 30","Matthew Auston - P","http://www.pbesim.com/players/player_45.html","Pitcher"
100,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,972,0,284,165,109,160,146,5,20,0,8,30,13,1,1,0,-0.9974,0.69,0,0,0,0,0,0,0,0,0,0,0,0,5.452,1.631,0.324,4.71,1.12,5.98,10.61,6.16,4.07,0.17,0.11,0.06,"J.W.  Doyle","P","PBE","5 - 20","J.W.  Doyle - P","http://www.pbesim.com/players/player_36.html","Pitcher"
100,20,2079,527,394,2321,8522,550,114,14,37,264,239,20,197,10,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9144,9.5,0.253,0.325,362,256,780,0.375,0.7,0.122,0.294,0.17,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,"Billy Benson","C","PBE","0 - 0","Billy Benson - C","http://www.pbesim.com/players/player_20.html","Hitter"
100,14,2265,542,615,2441,8968,583,125,8,80,258,304,2,152,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4088,6.53,0.239,0.288,329,267,923,0.408,0.696,0.169,0.291,0.25,0.06,0.19,0,0,0,0,0,0,0,0,0,0,0,0,"Nate Piazza","C","PBE","0 - 0","Nate Piazza - C","http://www.pbesim.com/players/player_14.html","Hitter"
100,58,964,228,263,1071,3969,269,47,4,23,110,106,1,86,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52,0.237,0.315,154,111,352,0.365,0.68,0.128,0.301,0.25,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0,0,"Boomerang Goblin","1B","PBE","0 - 0","Boomerang Goblin - 1B","http://www.pbesim.com/players/player_58.html","Hitter"
100,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1819,0,499,351,208,277,266,19,27,20,11,66,12,2,0,15,-0.3305,-1.04,0,0,0,0,0,0,0,0,0,0,0,0,5.216,1.54,0.306,4.8,1.29,5.43,9.78,6.88,4.08,0.19,0.11,0.08,"Mac Kaarbine","P","PBE","19 - 27","Mac Kaarbine - P","http://www.pbesim.com/players/player_18.html","Pitcher"
100,15,2176,602,493,2396,8948,575,97,9,102,295,343,2,182,6,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.902,12.52,0.277,0.333,394,345,1023,0.47,0.803,0.193,0.311,0.21,0.08,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Jimmy  Dong ","CF","PBE","0 - 0","Jimmy  Dong  - CF","http://www.pbesim.com/players/player_15.html","Hitter"
100,110,28,6,7,30,120,7,1,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1568,-0.19,0.214,0.233,5,2,7,0.25,0.483,0.036,0.273,0.23,0.03,0.2,0,0,0,0,0,0,0,0,0,0,0,0,"Herberto -Justice-","3B","PBE","0 - 0","Herberto -Justice- - 3B","http://www.pbesim.com/players/player_110.html","Hitter"
100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,3600,0,967,685,293,514,468,55,55,0,26,108,71,6,3,0,-2.8429,10.91,0,0,0,0,0,0,0,0,0,0,0,0,4.588,1.373,0.303,4.09,1.06,5.04,9.48,6.72,2.87,0.19,0.08,0.11,"Tyler Oles","P","PBE","55 - 55","Tyler Oles - P","http://www.pbesim.com/players/player_22.html","Pitcher"
100,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,350,0,99,75,32,54,51,6,5,1,1,13,0,0,0,6,-0.2771,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,5.157,1.472,0.327,4.39,1.31,5.46,10.01,7.58,3.24,0.21,0.09,0.12,"Gabriel Verhaegen","P","PBE","6 - 5","Gabriel Verhaegen - P","http://www.pbesim.com/players/player_116.html","Pitcher"
100,65,1430,332,429,1560,5725,378,63,9,40,152,138,6,105,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0036,3.6,0.232,0.291,220,156,533,0.373,0.664,0.141,0.301,0.28,0.07,0.21,0,0,0,0,0,0,0,0,0,0,0,0,"Huki Hawaii","C","PBE","0 - 0","Huki Hawaii - C","http://www.pbesim.com/players/player_65.html","Hitter"
100,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,553,0,125,148,71,76,71,5,11,3,7,14,0,0,0,14,-0.7674,0.94,0,0,0,0,0,0,0,0,0,0,0,0,4.318,1.324,0.279,3.77,0.85,4.62,7.6,9,4.32,0.27,0.13,0.14,"Brett Smoky","P","PBE","5 - 11","Brett Smoky - P","http://www.pbesim.com/players/player_138.html","Pitcher"
100,106,2,2,0,2,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473,0.11,1,1,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris -Dallas-","1B","PBE","0 - 0","Chris -Dallas- - 1B","http://www.pbesim.com/players/player_106.html","Hitter"
100,24,2281,583,530,2498,8988,600,119,12,125,307,390,1,185,15,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7082,7.85,0.256,0.316,327,350,1101,0.483,0.799,0.227,0.278,0.21,0.07,0.14,0,0,0,0,0,0,0,0,0,0,0,0,"Kimetrius  Webster ","1B","PBE","0 - 0","Kimetrius  Webster  - 1B","http://www.pbesim.com/players/player_24.html","Hitter"
100,108,31,7,5,32,110,7,2,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2613,-0.34,0.226,0.25,5,2,9,0.29,0.54,0.064,0.269,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,"Eric -Mays Hayes-","CF","PBE","0 - 0","Eric -Mays Hayes- - CF","http://www.pbesim.com/players/player_108.html","Hitter"
100,119,3680,1005,616,4114,15723,936,170,27,42,536,386,456,336,7,22,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4703,17.22,0.273,0.345,766,470,1355,0.368,0.713,0.095,0.316,0.15,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,"Ziggy Coffey","1B","PBE","0 - 0","Ziggy Coffey - 1B","http://www.pbesim.com/players/player_119.html","Hitter"
100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,275,0,72,57,57,50,45,5,5,6,1,9,0,0,0,1,0.1856,-1.17,0,0,0,0,0,0,0,0,0,0,0,0,5.87,1.87,0.3,5.62,1.17,6.52,9.39,7.43,7.43,0.21,0.21,0,"Michael  O'Dowd","P","PBE","5 - 5","Michael  O'Dowd - P","http://www.pbesim.com/players/player_26.html","Pitcher"
100,48,3126,827,789,3518,13543,800,137,11,186,505,575,2,302,14,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0312,23.63,0.265,0.341,493,530,1544,0.494,0.835,0.229,0.294,0.22,0.09,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Paulo Di Stephano","RF","PBE","0 - 0","Paulo Di Stephano - RF","http://www.pbesim.com/players/player_48.html","Hitter"
100,28,1433,290,405,1532,5571,396,73,7,41,141,156,0,80,4,8,11,0,3,0,3,0,2,3,3,0,0,0,1,0,0,0,0,0,-1.4767,-4.44,0.202,0.251,169,126,500,0.349,0.6,0.147,0.25,0.26,0.05,0.21,Inf,Inf,0.75,Inf,0,Inf,Inf,0,Inf,0,0.67,-0.67,"Takumi  Fujiwara ","2B","PBE","0 - 0","Takumi  Fujiwara  - 2B","http://www.pbesim.com/players/player_28.html","Hitter"
100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,2534,0,593,635,213,301,288,42,43,38,26,82,34,1,0,22,-2.6093,8.32,0,0,0,0,0,0,0,0,0,0,0,0,3.846,1.196,0.277,3.75,1.09,4.02,7.92,8.48,2.84,0.25,0.08,0.17,"Ludwig Groetzinger","P","PBE","42 - 43","Ludwig Groetzinger - P","http://www.pbesim.com/players/player_10.html","Pitcher"
100,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1557,0,435,265,217,270,254,15,28,11,19,50,12,2,0,5,-1.346,-1.58,0,0,0,0,0,0,0,0,0,0,0,0,5.773,1.646,0.305,5.05,1.14,6.14,9.89,6.02,4.93,0.17,0.14,0.03,"Mason Brown","P","PBE","15 - 28","Mason Brown - P","http://www.pbesim.com/players/player_123.html","Pitcher"
100,103,1790,403,416,1950,7073,479,97,17,26,157,176,7,109,12,10,41,1,6,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,-17.9596,-1.17,0.225,0.288,263,177,612,0.342,0.63,0.117,0.278,0.21,0.06,0.15,0,5,0.333,9.1,0,18,9,27,36,0.5,0.67,-0.17,"Phil Macioce","2B","PBE","0 - 0","Phil Macioce - 2B","http://www.pbesim.com/players/player_103.html","Hitter"
100,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,7,2,2,8,8,0,0,2,0,1,0,0,0,0,0.0061,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,72,9,0.667,18.1,9,72,63,18,18,0.17,0.17,0,"Tim RelieverBot","P","PBE","0 - 0","Tim RelieverBot - P","http://www.pbesim.com/players/player_115.html","Pitcher"
100,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,1549,0,441,279,172,258,252,19,29,21,13,46,18,0,0,12,-2.5601,1.42,0,0,0,0,0,0,0,0,0,0,0,0,5.801,1.568,0.319,4.52,1.06,5.94,10.15,6.42,3.96,0.18,0.11,0.07,"Damien Walec","P","PBE","19 - 29","Damien Walec - P","http://www.pbesim.com/players/player_127.html","Pitcher"
100,236,3173,724,861,3495,13343,855,119,3,122,389,418,1,248,12,26,47,4,16,0,5,1,5,4,4,0,1,0,1,1,0,0,0,0,8.4967,-0.23,0.228,0.294,480,360,1215,0.383,0.677,0.155,0.272,0.25,0.07,0.18,9,2.5,0.267,9.6,2.25,9,11.25,2.25,11.25,0.06,0.31,-0.25,"Lazaro Hernandez","1B","PBE","0 - 1","Lazaro Hernandez - 1B","http://www.pbesim.com/players/player_236.html","Hitter"
100,64,287,60,89,305,1138,104,16,0,9,33,31,0,14,0,3,1,1,5,0,1,0,6,5,5,0,0,0,0,0,0,0,0,0,-4.2941,-0.41,0.209,0.246,35,26,103,0.359,0.605,0.15,0.266,0.29,0.05,0.24,45,7,0.2,21.1,0,45,9,0,54,0,1.2,-1.2,"Kazuya Miyuki","C","PBE","0 - 0","Kazuya Miyuki - C","http://www.pbesim.com/players/player_64.html","Hitter"
100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,112,0,29,14,12,26,22,1,1,1,0,5,0,0,0,0,-0.0039,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,6.828,1.414,0.258,5.62,1.55,8.07,9,4.34,3.72,0.12,0.11,0.01,"TJ Sparks","P","PBE","1 - 1","TJ Sparks - P","http://www.pbesim.com/players/player_35.html","Pitcher"
100,118,226,58,40,249,924,96,7,0,2,26,15,1,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182,0.4,0.257,0.325,49,23,71,0.314,0.639,0.057,0.304,0.16,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,"Billy Bates","2B","PBE","0 - 0","Billy Bates - 2B","http://www.pbesim.com/players/player_118.html","Hitter"
100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,1876,0,564,260,121,261,239,21,30,0,13,59,35,2,1,0,0.5868,1.35,0,0,0,0,0,0,0,0,0,0,0,0,4.707,1.499,0.322,4.43,1.16,5.14,11.11,5.12,2.38,0.14,0.06,0.08,"Pene Pequeño","P","PBE","21 - 30","Pene Pequeño - P","http://www.pbesim.com/players/player_97.html","Pitcher"
100,131,1,1,0,1,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adam Wiggins","1B","PBE","0 - 0","Adam Wiggins - 1B","http://www.pbesim.com/players/player_131.html","Hitter"
100,8,2002,512,436,2183,8106,508,88,6,35,221,177,31,161,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.3591,0.8,0.256,0.316,383,227,717,0.358,0.674,0.102,0.311,0.2,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Godfrey Bowman","RF","PBE","0 - 0","Godfrey Bowman - RF","http://www.pbesim.com/players/player_8.html","Hitter"
100,99,3,1,1,3,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.333,0.333,0,1,2,0.667,1,0.334,0.5,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,"Miwa Langley","LF","PBE","0 - 0","Miwa Langley - LF","http://www.pbesim.com/players/player_99.html","Hitter"
100,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,1479,0,381,301,142,196,186,27,20,39,8,48,0,0,0,13,-0.672,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,4.382,1.369,0.293,4.27,1.13,4.62,8.98,7.09,3.35,0.2,0.1,0.1,"Alvin Enax","P","PBE","27 - 20","Alvin Enax - P","http://www.pbesim.com/players/player_57.html","Pitcher"
100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,1227,0,332,207,85,155,137,20,19,1,3,31,17,7,2,1,-0.676,2.26,0,0,0,0,0,0,0,0,0,0,0,0,4.043,1.367,0.303,3.9,0.91,4.57,9.8,6.11,2.51,0.17,0.07,0.1,"Will Morris","P","PBE","20 - 19","Will Morris - P","http://www.pbesim.com/players/player_102.html","Pitcher"
100,51,227,51,56,245,906,70,12,2,1,16,18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4149,-0.63,0.225,0.267,36,19,70,0.308,0.575,0.083,0.294,0.23,0.05,0.18,0,0,0,0,0,0,0,0,0,0,0,0,"Ollie Daniels","LF","PBE","0 - 0","Ollie Daniels - LF","http://www.pbesim.com/players/player_51.html","Hitter"
100,31,356,69,119,393,1511,100,18,0,11,35,34,0,27,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7975,-1.17,0.194,0.262,40,32,120,0.337,0.599,0.143,0.253,0.3,0.07,0.23,0,0,0,0,0,0,0,0,0,0,0,0,"Billy Baxter","1B","PBE","0 - 0","Billy Baxter - 1B","http://www.pbesim.com/players/player_31.html","Hitter"
100,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,13,2,3,6,5,0,0,0,1,2,0,0,0,0,0.0206,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,9,3.2,0.458,9.3,3.6,10.8,23.4,3.6,5.4,0.07,0.11,-0.04,"Bobby -de la Rosa-","P","PBE","0 - 0","Bobby -de la Rosa- - P","http://www.pbesim.com/players/player_148.html","Pitcher"
100,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,878,0,212,193,107,110,96,12,10,3,8,24,15,1,0,0,-0.7883,1.27,0,0,0,0,0,0,0,0,0,0,0,0,3.677,1.357,0.281,4.15,0.92,4.21,8.12,7.39,4.1,0.22,0.12,0.1,"Randy Magnum","P","PBE","12 - 10","Randy Magnum - P","http://www.pbesim.com/players/player_33.html","Pitcher"
100,13,1725,402,384,1913,6920,465,93,6,48,213,211,4,130,10,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426,-0.31,0.233,0.305,255,200,651,0.377,0.682,0.144,0.271,0.2,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"AJ  Robertson ","3B","PBE","0 - 0","AJ  Robertson  - 3B","http://www.pbesim.com/players/player_13.html","Hitter"
100,44,49,8,11,52,197,14,0,0,1,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,-0.46,0.163,0.212,7,2,11,0.224,0.436,0.061,0.189,0.21,0.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,"Stuart Westerkamp","C","PBE","0 - 0","Stuart Westerkamp - C","http://www.pbesim.com/players/player_44.html","Hitter"
100,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1474,0,485,183,152,251,235,10,22,5,16,44,9,0,0,8,0.2068,-1.63,0,0,0,0,0,0,0,0,0,0,0,0,6.043,1.82,0.349,4.99,1.13,6.45,12.47,4.71,3.91,0.12,0.1,0.02,"Brandon Adams","P","PBE","10 - 22","Brandon Adams - P","http://www.pbesim.com/players/player_107.html","Pitcher"
100,142,6,2,0,8,22,20,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0.01,0.333,0.5,2,1,2,0.333,0.833,0,0.333,0,0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,"Santiago -Estrella-","2B","PBE","0 - 0","Santiago -Estrella- - 2B","http://www.pbesim.com/players/player_142.html","Hitter"
100,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,2328,0,595,498,197,299,276,37,24,9,18,75,25,6,1,4,-0.6778,3.67,0,0,0,0,0,0,0,0,0,0,0,0,4.126,1.316,0.293,4.05,1.12,4.47,8.9,7.45,2.95,0.21,0.08,0.13,"Fastguy Pitcherman","P","PBE","37 - 24","Fastguy Pitcherman - P","http://www.pbesim.com/players/player_46.html","Pitcher"
100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,99,0,28,22,11,15,15,1,0,0,0,2,0,0,0,0,0.0873,0.11,0,0,0,0,0,0,0,0,0,0,0,0,5.625,1.625,0.347,3.73,0.75,5.62,10.5,8.25,4.12,0.22,0.11,0.11,"Twain  Teetoo","P","PBE","1 - 0","Twain  Teetoo - P","http://www.pbesim.com/players/player_144.html","Pitcher"
100,78,2877,745,574,3160,11533,758,184,25,108,383,381,21,235,10,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5984,16.81,0.259,0.321,428,421,1303,0.453,0.774,0.194,0.288,0.18,0.07,0.11,0,0,0,0,0,0,0,0,0,0,0,0,"Steven Moore","3B","PBE","0 - 0","Steven Moore - 3B","http://www.pbesim.com/players/player_78.html","Hitter"
100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,3705,0,979,664,340,542,518,44,61,0,37,137,73,4,2,0,-4.1338,4.91,0,0,0,0,0,0,0,0,0,0,0,0,4.928,1.394,0.286,4.66,1.3,5.16,9.31,6.32,3.23,0.18,0.09,0.09,"Ryan Stryker","P","PBE","44 - 61","Ryan Stryker - P","http://www.pbesim.com/players/player_17.html","Pitcher"
100,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,2733,0,569,957,225,249,227,42,35,95,23,61,0,0,0,66,-1.3339,17.8,0,0,0,0,0,0,0,0,0,0,0,0,2.753,1.07,0.292,2.5,0.74,3.02,6.9,11.61,2.73,0.35,0.08,0.27,"John Smoltz Jr.","P","PBE","42 - 35","John Smoltz Jr. - P","http://www.pbesim.com/players/player_219.html","Pitcher"
100,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,4672,0,1298,832,285,690,622,52,89,0,24,144,90,13,3,0,-3.5586,10.67,0,0,0,0,0,0,0,0,0,0,0,0,4.855,1.373,0.31,4.02,1.12,5.39,10.13,6.49,2.22,0.18,0.06,0.12,"Sturgill Rove","P","PBE","52 - 89","Sturgill Rove - P","http://www.pbesim.com/players/player_207.html","Pitcher"
100,245,3432,866,739,3771,14215,879,202,13,63,398,392,12,296,10,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.3156,6.56,0.252,0.314,588,406,1283,0.374,0.688,0.122,0.303,0.2,0.08,0.12,0,0,0,0,0,0,0,0,0,0,0,0,"Bobby Shmurda","2B","PBE","0 - 0","Bobby Shmurda - 2B","http://www.pbesim.com/players/player_245.html","Hitter"
100,147,2673,623,583,2924,10608,700,162,20,83,305,331,2,199,20,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.501,3.36,0.233,0.297,358,321,1074,0.402,0.699,0.169,0.267,0.2,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Phillip J Fry","RF","PBE","0 - 0","Phillip J Fry - RF","http://www.pbesim.com/players/player_147.html","Hitter"
100,105,780,178,216,849,3110,218,36,2,19,84,81,1,50,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7629,0.17,0.228,0.291,121,80,275,0.353,0.644,0.125,0.29,0.25,0.06,0.19,0,0,0,0,0,0,0,0,0,0,0,0,"Trippie Redd","LF","PBE","0 - 0","Trippie Redd - LF","http://www.pbesim.com/players/player_105.html","Hitter"
100,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757,6736,0,1667,1587,432,756,706,116,71,0,46,172,170,19,7,0,-2.4806,36.54,0,0,0,0,0,0,0,0,0,0,0,0,3.616,1.195,0.298,3.3,0.88,3.87,8.54,8.13,2.21,0.24,0.06,0.18,"Chaz LaLocke","P","PBE","116 - 71","Chaz LaLocke - P","http://www.pbesim.com/players/player_223.html","Pitcher"
100,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,1624,0,371,402,200,183,165,18,19,22,17,47,24,1,1,2,-4.0565,1.31,0,0,0,0,0,0,0,0,0,0,0,0,3.445,1.325,0.272,4.04,0.98,3.82,7.75,8.39,4.18,0.25,0.12,0.13,"Akamai Kalawai'a","P","PBE","18 - 19","Akamai Kalawai'a - P","http://www.pbesim.com/players/player_85.html","Pitcher"
100,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,5,3,5,5,5,0,0,0,0,2,0,0,0,0,-0.0075,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,15,3.333,0.375,14.77,6,15,15,9,15,0.23,0.38,-0.15,"Kahlil Callahan","P","PBE","0 - 0","Kahlil Callahan - P","http://www.pbesim.com/players/player_53.html","Pitcher"
100,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,275,0,94,37,38,48,42,3,7,1,7,3,0,0,0,1,0.2412,-0.17,0,0,0,0,0,0,0,0,0,0,0,0,5.727,2,0.376,4.3,0.41,6.55,12.82,5.05,5.18,0.13,0.14,-0.01,"Larry -Marion-","P","PBE","3 - 7","Larry -Marion- - P","http://www.pbesim.com/players/player_152.html","Pitcher"
100,87,3533,889,704,3991,15829,900,161,16,45,444,320,108,338,8,24,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6335,7.43,0.252,0.329,667,403,1217,0.344,0.673,0.092,0.301,0.18,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Stennett","RF","PBE","0 - 0","Jake Stennett - RF","http://www.pbesim.com/players/player_87.html","Hitter"
100,261,50,13,15,55,189,54,2,0,0,2,6,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9242,0.05,0.26,0.339,11,5,15,0.3,0.639,0.04,0.371,0.27,0.05,0.22,0,0,0,0,0,0,0,0,0,0,0,0,"Pedro Cerrano","CF","PBE","0 - 0","Pedro Cerrano - CF","http://www.pbesim.com/players/player_261.html","Hitter"
100,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,2422,0,661,445,281,352,333,21,32,3,18,72,29,4,1,4,0.8886,0.73,0,0,0,0,0,0,0,0,0,0,0,0,4.889,1.537,0.306,4.55,1.06,5.17,9.7,6.53,4.13,0.18,0.12,0.06,"Buddy McKnight","P","PBE","21 - 32","Buddy McKnight - P","http://www.pbesim.com/players/player_228.html","Pitcher"
100,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,4321,0,1075,1023,297,523,497,63,59,0,30,132,94,13,2,0,-5.105,19.83,0,0,0,0,0,0,0,0,0,0,0,0,3.994,1.225,0.295,3.6,1.06,4.2,8.64,8.22,2.39,0.24,0.07,0.17,"Mookie Banks","P","PBE","63 - 59","Mookie Banks - P","http://www.pbesim.com/players/player_27.html","Pitcher"
