"team","x","y","segment"
"generic",100,178.555555555556,"infield_outer"
"generic",99.5454545454545,178.020202020202,"infield_outer"
"generic",99.0909090909091,177.484848484848,"infield_outer"
"generic",98.6363636363636,176.949494949495,"infield_outer"
"generic",98.1818181818182,176.414141414141,"infield_outer"
"generic",97.7272727272727,175.878787878788,"infield_outer"
"generic",97.2727272727273,175.343434343434,"infield_outer"
"generic",96.8181818181818,174.808080808081,"infield_outer"
"generic",96.3636363636364,174.272727272727,"infield_outer"
"generic",95.9090909090909,173.737373737374,"infield_outer"
"generic",95.4545454545455,173.20202020202,"infield_outer"
"generic",95,172.666666666667,"infield_outer"
"generic",94.5454545454545,172.131313131313,"infield_outer"
"generic",94.0909090909091,171.59595959596,"infield_outer"
"generic",93.6363636363636,171.060606060606,"infield_outer"
"generic",93.1818181818182,170.525252525253,"infield_outer"
"generic",92.7272727272727,169.989898989899,"infield_outer"
"generic",92.2727272727273,169.454545454545,"infield_outer"
"generic",91.8181818181818,168.919191919192,"infield_outer"
"generic",91.3636363636364,168.383838383838,"infield_outer"
"generic",90.9090909090909,167.848484848485,"infield_outer"
"generic",90.4545454545455,167.313131313131,"infield_outer"
"generic",90,166.777777777778,"infield_outer"
"generic",89.5454545454545,166.242424242424,"infield_outer"
"generic",89.0909090909091,165.707070707071,"infield_outer"
"generic",88.6363636363636,165.171717171717,"infield_outer"
"generic",88.1818181818182,164.636363636364,"infield_outer"
"generic",87.7272727272727,164.10101010101,"infield_outer"
"generic",87.2727272727273,163.565656565657,"infield_outer"
"generic",86.8181818181818,163.030303030303,"infield_outer"
"generic",86.3636363636364,162.494949494949,"infield_outer"
"generic",85.9090909090909,161.959595959596,"infield_outer"
"generic",85.4545454545455,161.424242424242,"infield_outer"
"generic",85,160.888888888889,"infield_outer"
"generic",84.5454545454545,160.353535353535,"infield_outer"
"generic",84.0909090909091,159.818181818182,"infield_outer"
"generic",83.6363636363636,159.282828282828,"infield_outer"
"generic",83.1818181818182,158.747474747475,"infield_outer"
"generic",82.7272727272727,158.212121212121,"infield_outer"
"generic",82.2727272727273,157.676767676768,"infield_outer"
"generic",81.8181818181818,157.141414141414,"infield_outer"
"generic",81.3636363636364,156.606060606061,"infield_outer"
"generic",80.9090909090909,156.070707070707,"infield_outer"
"generic",80.4545454545455,155.535353535354,"infield_outer"
"generic",80,155,"infield_outer"
"generic",80,155,"infield_outer"
"generic",80.1603444707041,153.669885526236,"infield_outer"
"generic",80.3599958559192,152.345100944885,"infield_outer"
"generic",80.5987791391373,151.026807576071,"infield_outer"
"generic",80.8764850004164,149.716161049652,"infield_outer"
"generic",81.1928699998723,148.414310292183,"infield_outer"
"generic",81.5476567910806,147.122396519756,"infield_outer"
"generic",81.9405343642019,145.841552237596,"infield_outer"
"generic",82.3711583186158,144.572900247297,"infield_outer"
"generic",82.8391511648264,143.317552662563,"infield_outer"
"generic",83.3441026553735,142.076609934313,"infield_outer"
"generic",83.8855701444598,140.851159886018,"infield_outer"
"generic",84.4630789759789,139.642276760103,"infield_outer"
"generic",85.076122899604,138.451020276256,"infield_outer"
"generic",85.7241645145719,137.27843470246,"infield_outer"
"generic",86.4066357407747,136.125547939587,"infield_outer"
"generic",87.1229383167441,134.99337062032,"infield_outer"
"generic",87.8724443240946,133.882895223227,"infield_outer"
"generic",88.6544967379624,132.795095202742,"infield_outer"
"generic",89.4684100029613,131.730924135826,"infield_outer"
"generic",90.3134706341468,130.691314886048,"infield_outer"
"generic",91.1889378424652,129.677178785832,"infield_outer"
"generic",92.0940441841371,128.689404837568,"infield_outer"
"generic",93.0279962334063,127.728858934308,"infield_outer"
"generic",93.9899752780652,126.796383100713,"infield_outer"
"generic",94.9791380371471,125.892794754922,"infield_outer"
"generic",95.9946174001545,125.018885992002,"infield_outer"
"generic",97.0355231871778,124.175422889581,"infield_outer"
"generic",98.100942929236,123.363144836304,"infield_outer"
"generic",99.189942668157,122.582763883671,"infield_outer"
"generic",100.301567775295,121.834964121847,"infield_outer"
"generic",101.434843788368,121.120401079983,"infield_outer"
"generic",102.588777265681,120.439701151572,"infield_outer"
"generic",103.762356656989,119.793461045343,"infield_outer"
"generic",104.954553190232,119.182247262182,"infield_outer"
"generic",106.164321773367,118.606595598532,"infield_outer"
"generic",107.390601910507,118.067010676707,"infield_outer"
"generic",108.632318631561,117.563965502536,"infield_outer"
"generic",109.888383434568,117.097901050718,"infield_outer"
"generic",111.157695239888,116.669225878262,"infield_outer"
"generic",112.439141355416,116.278315766343,"infield_outer"
"generic",113.731598451986,115.925513390883,"infield_outer"
"generic",115.033933548087,115.611128022161,"infield_outer"
"generic",116.345005003052,115.335435253705,"infield_outer"
"generic",117.663663517829,115.098676760701,"infield_outer"
"generic",118.988753142469,114.901060088138,"infield_outer"
"generic",120.319112289444,114.742758468873,"infield_outer"
"generic",121.653574751909,114.623910671775,"infield_outer"
"generic",122.990970726008,114.544620880074,"infield_outer"
"generic",124.330127836337,114.504958600037,"infield_outer"
"generic",125.669872163663,114.504958600037,"infield_outer"
"generic",127.009029273992,114.544620880074,"infield_outer"
"generic",128.346425248091,114.623910671775,"infield_outer"
"generic",129.680887710556,114.742758468873,"infield_outer"
"generic",131.011246857531,114.901060088138,"infield_outer"
"generic",132.336336482171,115.098676760701,"infield_outer"
"generic",133.654994996948,115.335435253705,"infield_outer"
"generic",134.966066451913,115.611128022161,"infield_outer"
"generic",136.268401548014,115.925513390883,"infield_outer"
"generic",137.560858644584,116.278315766343,"infield_outer"
"generic",138.842304760112,116.669225878262,"infield_outer"
"generic",140.111616565432,117.097901050718,"infield_outer"
"generic",141.367681368439,117.563965502536,"infield_outer"
"generic",142.609398089493,118.067010676707,"infield_outer"
"generic",143.835678226633,118.606595598532,"infield_outer"
"generic",145.045446809768,119.182247262182,"infield_outer"
"generic",146.237643343011,119.793461045343,"infield_outer"
"generic",147.411222734319,120.439701151572,"infield_outer"
"generic",148.565156211632,121.120401079983,"infield_outer"
"generic",149.698432224705,121.834964121847,"infield_outer"
"generic",150.810057331843,122.582763883671,"infield_outer"
"generic",151.899057070764,123.363144836304,"infield_outer"
"generic",152.964476812822,124.175422889581,"infield_outer"
"generic",154.005382599845,125.018885992002,"infield_outer"
"generic",155.020861962853,125.892794754922,"infield_outer"
"generic",156.010024721935,126.796383100713,"infield_outer"
"generic",156.972003766594,127.728858934308,"infield_outer"
"generic",157.905955815863,128.689404837568,"infield_outer"
"generic",158.811062157535,129.677178785832,"infield_outer"
"generic",159.686529365853,130.691314886048,"infield_outer"
"generic",160.531589997039,131.730924135826,"infield_outer"
"generic",161.345503262038,132.795095202742,"infield_outer"
"generic",162.127555675905,133.882895223227,"infield_outer"
"generic",162.877061683256,134.99337062032,"infield_outer"
"generic",163.593364259225,136.125547939587,"infield_outer"
"generic",164.275835485428,137.27843470246,"infield_outer"
"generic",164.923877100396,138.451020276256,"infield_outer"
"generic",165.536921024021,139.642276760103,"infield_outer"
"generic",166.11442985554,140.851159886018,"infield_outer"
"generic",166.655897344627,142.076609934313,"infield_outer"
"generic",167.160848835174,143.317552662563,"infield_outer"
"generic",167.628841681384,144.572900247297,"infield_outer"
"generic",168.059465635798,145.841552237596,"infield_outer"
"generic",168.452343208919,147.122396519756,"infield_outer"
"generic",168.807130000128,148.414310292183,"infield_outer"
"generic",169.123514999584,149.716161049652,"infield_outer"
"generic",169.401220860863,151.026807576071,"infield_outer"
"generic",169.640004144081,152.345100944885,"infield_outer"
"generic",169.839655529296,153.669885526236,"infield_outer"
"generic",170,155,"infield_outer"
"generic",170,155,"infield_outer"
"generic",169.545454545455,155.535353535354,"infield_outer"
"generic",169.090909090909,156.070707070707,"infield_outer"
"generic",168.636363636364,156.606060606061,"infield_outer"
"generic",168.181818181818,157.141414141414,"infield_outer"
"generic",167.727272727273,157.676767676768,"infield_outer"
"generic",167.272727272727,158.212121212121,"infield_outer"
"generic",166.818181818182,158.747474747475,"infield_outer"
"generic",166.363636363636,159.282828282828,"infield_outer"
"generic",165.909090909091,159.818181818182,"infield_outer"
"generic",165.454545454545,160.353535353535,"infield_outer"
"generic",165,160.888888888889,"infield_outer"
"generic",164.545454545455,161.424242424242,"infield_outer"
"generic",164.090909090909,161.959595959596,"infield_outer"
"generic",163.636363636364,162.49494949495,"infield_outer"
"generic",163.181818181818,163.030303030303,"infield_outer"
"generic",162.727272727273,163.565656565657,"infield_outer"
"generic",162.272727272727,164.10101010101,"infield_outer"
"generic",161.818181818182,164.636363636364,"infield_outer"
"generic",161.363636363636,165.171717171717,"infield_outer"
"generic",160.909090909091,165.707070707071,"infield_outer"
"generic",160.454545454545,166.242424242424,"infield_outer"
"generic",160,166.777777777778,"infield_outer"
"generic",159.545454545455,167.313131313131,"infield_outer"
"generic",159.090909090909,167.848484848485,"infield_outer"
"generic",158.636363636364,168.383838383838,"infield_outer"
"generic",158.181818181818,168.919191919192,"infield_outer"
"generic",157.727272727273,169.454545454545,"infield_outer"
"generic",157.272727272727,169.989898989899,"infield_outer"
"generic",156.818181818182,170.525252525253,"infield_outer"
"generic",156.363636363636,171.060606060606,"infield_outer"
"generic",155.909090909091,171.59595959596,"infield_outer"
"generic",155.454545454545,172.131313131313,"infield_outer"
"generic",155,172.666666666667,"infield_outer"
"generic",154.545454545455,173.20202020202,"infield_outer"
"generic",154.090909090909,173.737373737374,"infield_outer"
"generic",153.636363636364,174.272727272727,"infield_outer"
"generic",153.181818181818,174.808080808081,"infield_outer"
"generic",152.727272727273,175.343434343434,"infield_outer"
"generic",152.272727272727,175.878787878788,"infield_outer"
"generic",151.818181818182,176.414141414141,"infield_outer"
"generic",151.363636363636,176.949494949495,"infield_outer"
"generic",150.909090909091,177.484848484848,"infield_outer"
"generic",150.454545454545,178.020202020202,"infield_outer"
"generic",150,178.555555555556,"infield_outer"
"generic",149.545454545455,179.090909090909,"infield_outer"
"generic",149.090909090909,179.626262626263,"infield_outer"
"generic",148.636363636364,180.161616161616,"infield_outer"
"generic",148.181818181818,180.69696969697,"infield_outer"
"generic",147.727272727273,181.232323232323,"infield_outer"
"generic",147.272727272727,181.767676767677,"infield_outer"
"generic",146.818181818182,182.30303030303,"infield_outer"
"generic",146.363636363636,182.838383838384,"infield_outer"
"generic",145.909090909091,183.373737373737,"infield_outer"
"generic",145.454545454545,183.909090909091,"infield_outer"
"generic",145,184.444444444444,"infield_outer"
"generic",144.545454545455,184.979797979798,"infield_outer"
"generic",144.090909090909,185.515151515152,"infield_outer"
"generic",143.636363636364,186.050505050505,"infield_outer"
"generic",143.181818181818,186.585858585859,"infield_outer"
"generic",142.727272727273,187.121212121212,"infield_outer"
"generic",142.272727272727,187.656565656566,"infield_outer"
"generic",141.818181818182,188.191919191919,"infield_outer"
"generic",141.363636363636,188.727272727273,"infield_outer"
"generic",140.909090909091,189.262626262626,"infield_outer"
"generic",140.454545454545,189.79797979798,"infield_outer"
"generic",140,190.333333333333,"infield_outer"
"generic",139.545454545455,190.868686868687,"infield_outer"
"generic",139.090909090909,191.40404040404,"infield_outer"
"generic",138.636363636364,191.939393939394,"infield_outer"
"generic",138.181818181818,192.474747474747,"infield_outer"
"generic",137.727272727273,193.010101010101,"infield_outer"
"generic",137.272727272727,193.545454545455,"infield_outer"
"generic",136.818181818182,194.080808080808,"infield_outer"
"generic",136.363636363636,194.616161616162,"infield_outer"
"generic",135.909090909091,195.151515151515,"infield_outer"
"generic",135.454545454545,195.686868686869,"infield_outer"
"generic",135,196.222222222222,"infield_outer"
"generic",134.545454545455,196.757575757576,"infield_outer"
"generic",134.090909090909,197.292929292929,"infield_outer"
"generic",133.636363636364,197.828282828283,"infield_outer"
"generic",133.181818181818,198.363636363636,"infield_outer"
"generic",132.727272727273,198.89898989899,"infield_outer"
"generic",132.272727272727,199.434343434343,"infield_outer"
"generic",131.818181818182,199.969696969697,"infield_outer"
"generic",131.363636363636,200.505050505051,"infield_outer"
"generic",130.909090909091,201.040404040404,"infield_outer"
"generic",130.454545454545,201.575757575758,"infield_outer"
"generic",130,202.111111111111,"infield_outer"
"generic",129.545454545455,202.646464646465,"infield_outer"
"generic",129.090909090909,203.181818181818,"infield_outer"
"generic",128.636363636364,203.717171717172,"infield_outer"
"generic",128.181818181818,204.252525252525,"infield_outer"
"generic",127.727272727273,204.787878787879,"infield_outer"
"generic",127.272727272727,205.323232323232,"infield_outer"
"generic",126.818181818182,205.858585858586,"infield_outer"
"generic",126.363636363636,206.393939393939,"infield_outer"
"generic",125.909090909091,206.929292929293,"infield_outer"
"generic",125.454545454545,207.464646464646,"infield_outer"
"generic",125,208,"infield_outer"
