"player_id","service.time","label","position_name"
306,1,"PBE","2B"
309,1,"PBE","CL"
310,4,"PBE","LF"
311,4,"PBE","CL"
313,2,"PBE","C"
315,5,"PBE","SP"
316,4,"PBE","1B"
319,1,"PBE","SP"
320,1,"PBE","CL"
321,3,"PBE","1B"
323,1,"PBE","LF"
325,1,"PBE","CL"
326,2,"PBE","CL"
327,2,"PBE","SP"
328,1,"PBE","CL"
329,3,"PBE","SP"
331,3,"PBE","SP"
333,2,"PBE","CL"
334,3,"PBE","SP"
335,2,"PBE","SP"
336,3,"PBE","CL"
337,3,"PBE","CL"
341,1,"PBE","2B"
342,1,"PBE","2B"
343,1,"PBE","1B"
344,2,"PBE","2B"
345,1,"PBE","2B"
346,3,"PBE","LF"
349,3,"PBE","RF"
353,2,"PBE","RF"
354,2,"PBE","2B"
355,2,"PBE","SS"
356,2,"PBE","C"
358,2,"PBE","SP"
360,3,"PBE","SP"
361,2,"PBE","SP"
362,2,"PBE","1B"
363,2,"PBE","CL"
364,2,"PBE","2B"
365,2,"PBE","LF"
366,2,"PBE","CF"
367,2,"PBE","SP"
368,2,"PBE","SP"
375,2,"PBE","3B"
376,1,"PBE","3B"
377,2,"PBE","2B"
379,2,"PBE","LF"
380,3,"PBE","C"
390,1,"PBE","2B"
392,1,"PBE","RF"
394,1,"PBE","SP"
396,1,"PBE","SP"
398,1,"PBE","SP"
399,1,"PBE","SP"
400,1,"PBE","SP"
401,1,"PBE","SP"
402,1,"PBE","CL"
404,1,"PBE","CL"
406,1,"PBE","C"
408,1,"PBE","1B"
409,1,"PBE","2B"
415,1,"PBE","1B"
417,1,"PBE","1B"
418,1,"PBE","LF"
419,1,"PBE","LF"
421,2,"PBE","CL"
424,1,"PBE","C"
426,1,"PBE","SP"
427,1,"PBE","CF"
428,1,"PBE","1B"
430,1,"PBE","2B"
431,1,"PBE","1B"
435,1,"PBE","C"
436,1,"PBE","1B"
466,1,"PBE","CL"
479,1,"PBE","CL"
