"player_id","service.time","label","position_name"
485,1,"Total","CL"
486,1,"MIPBE","SP"
486,1,"Total","SP"
487,1,"MIPBE","SP"
487,1,"Total","SP"
488,1,"Total","SP"
488,1,"MIPBE","SP"
489,1,"Total","CL"
489,1,"MIPBE","CL"
490,1,"MIPBE","LF"
490,1,"Total","LF"
491,1,"MIPBE","CL"
491,1,"Total","CL"
492,1,"Total","SS"
492,1,"MIPBE","SS"
493,1,"Total","SP"
493,1,"MIPBE","SP"
494,1,"MIPBE","SP"
494,1,"Total","SP"
495,1,"MIPBE","SP"
495,1,"Total","SP"
496,1,"Total","SS"
496,1,"MIPBE","SS"
497,1,"Total","C"
497,1,"MIPBE","C"
