"player_id","service.time","label","position_name"
1,6,"MIPBE","CL"
2,2,"MIPBE","CL"
3,6,"MIPBE","CL"
4,2,"MIPBE","CL"
5,3,"MIPBE","CL"
6,3,"MIPBE","CL"
7,1,"MIPBE","LF"
8,1,"MIPBE","RF"
9,2,"MIPBE","LF"
11,1,"MIPBE","CL"
13,1,"MIPBE","1B"
16,2,"MIPBE","SP"
19,3,"MIPBE","2B"
23,4,"MIPBE","CF"
26,3,"MIPBE","CL"
32,1,"MIPBE","SP"
34,3,"MIPBE","SP"
35,4,"MIPBE","SP"
36,1,"MIPBE","SP"
37,2,"MIPBE","C"
38,2,"MIPBE","CL"
39,2,"MIPBE","3B"
40,2,"MIPBE","CL"
41,2,"MIPBE","SP"
44,4,"MIPBE","C"
47,5,"MIPBE","C"
50,1,"MIPBE","CL"
51,2,"MIPBE","LF"
52,3,"MIPBE","CL"
53,1,"MIPBE","CL"
55,2,"MIPBE","C"
65,1,"MIPBE","C"
67,2,"MIPBE","CL"
70,2,"MIPBE","CL"
71,4,"MIPBE","CL"
72,2,"MIPBE","CL"
73,1,"MIPBE","1B"
75,3,"MIPBE","SS"
79,1,"MIPBE","CL"
86,2,"MIPBE","CL"
91,2,"MIPBE","C"
92,1,"MIPBE","LF"
95,2,"MIPBE","CL"
96,1,"MIPBE","CL"
98,1,"MIPBE","CL"
104,2,"MIPBE","SP"
105,1,"MIPBE","LF"
109,4,"MIPBE","CL"
112,2,"MIPBE","CL"
115,4,"MIPBE","CL"
116,1,"MIPBE","CL"
120,1,"MIPBE","RF"
125,3,"MIPBE","3B"
128,1,"MIPBE","1B"
134,2,"MIPBE","SP"
135,2,"MIPBE","3B"
136,3,"MIPBE","CL"
138,2,"MIPBE","CL"
139,3,"MIPBE","1B"
140,1,"MIPBE","DH"
144,4,"MIPBE","CL"
145,1,"MIPBE","SP"
146,2,"MIPBE","2B"
153,4,"MIPBE","RF"
154,1,"MIPBE","RF"
155,1,"MIPBE","CL"
157,4,"MIPBE","CL"
158,1,"MIPBE","C"
161,3,"MIPBE","CL"
162,4,"MIPBE","CL"
170,1,"MIPBE","CL"
190,1,"MIPBE","3B"
194,1,"MIPBE","CL"
202,1,"MIPBE","CF"
216,1,"MIPBE","CL"
222,1,"MIPBE","SP"
224,1,"MIPBE","SP"
240,1,"MIPBE","2B"
247,1,"MIPBE","2B"
249,1,"MIPBE","1B"
250,1,"MIPBE","3B"
252,1,"MIPBE","3B"
253,1,"MIPBE","3B"
259,1,"MIPBE","RF"
262,1,"MIPBE","RF"
267,1,"MIPBE","CF"
277,2,"MIPBE","C"
278,2,"MIPBE","C"
279,2,"MIPBE","1B"
280,6,"MIPBE","1B"
281,2,"MIPBE","RF"
282,4,"MIPBE","1B"
283,2,"MIPBE","LF"
284,2,"MIPBE","C"
285,2,"MIPBE","RF"
286,2,"MIPBE","CF"
287,2,"MIPBE","3B"
288,2,"MIPBE","2B"
289,2,"MIPBE","2B"
290,6,"MIPBE","C"
291,2,"MIPBE","3B"
292,2,"MIPBE","LF"
293,2,"MIPBE","LF"
294,4,"MIPBE","LF"
295,2,"MIPBE","RF"
296,2,"MIPBE","SP"
297,2,"MIPBE","SP"
298,6,"MIPBE","CL"
299,2,"MIPBE","CL"
300,2,"MIPBE","CL"
301,2,"MIPBE","CL"
302,2,"MIPBE","CL"
303,2,"MIPBE","CL"
304,3,"MIPBE","CL"
305,3,"MIPBE","CL"
306,5,"MIPBE","2B"
307,1,"MIPBE","SP"
308,1,"MIPBE","RF"
309,4,"MIPBE","CL"
310,2,"MIPBE","LF"
311,2,"MIPBE","CL"
312,6,"MIPBE","LF"
313,3,"MIPBE","C"
314,5,"MIPBE","1B"
316,1,"MIPBE","1B"
317,5,"MIPBE","3B"
318,2,"MIPBE","2B"
319,4,"MIPBE","SP"
320,5,"MIPBE","CL"
321,2,"MIPBE","1B"
322,2,"MIPBE","CL"
323,5,"MIPBE","LF"
324,5,"MIPBE","RF"
325,1,"MIPBE","CL"
326,3,"MIPBE","CL"
327,2,"MIPBE","SP"
328,5,"MIPBE","CL"
329,2,"MIPBE","SP"
330,5,"MIPBE","2B"
331,1,"MIPBE","SP"
332,4,"MIPBE","SP"
333,3,"MIPBE","CL"
334,1,"MIPBE","SP"
335,2,"MIPBE","SP"
336,1,"MIPBE","CL"
337,1,"MIPBE","CL"
338,4,"MIPBE","C"
339,4,"MIPBE","2B"
341,3,"MIPBE","2B"
342,3,"MIPBE","2B"
343,1,"MIPBE","1B"
344,2,"MIPBE","2B"
345,3,"MIPBE","2B"
346,1,"MIPBE","LF"
347,1,"MIPBE","CF"
348,4,"MIPBE","LF"
349,1,"MIPBE","RF"
350,4,"MIPBE","LF"
351,4,"MIPBE","1B"
352,2,"MIPBE","1B"
353,2,"MIPBE","RF"
354,2,"MIPBE","2B"
